recovery_id,loan_id,recovery_date,recovery_source,gross_recovery_amount,principal_recovery,interest_recovery,fee_recovery,source_reference
REC003439001,L003439,2024-05-28,Settlement,40991.81,40991.81,0,0,SETTLE-003439
REC003441001,L003441,2022-02-28,Settlement,32878.79,32878.79,0,0,SETTLE-003441
REC003444001,L003444,2023-07-28,Settlement,83173.6,83173.6,0,0,SETTLE-003444
REC003445001,L003445,2022-03-28,Settlement,96826.31,96826.31,0,0,SETTLE-003445
REC003446001,L003446,2022-09-28,Settlement,62352.29,62352.29,0,0,SETTLE-003446
REC003447001,L003447,2024-02-28,Settlement,283106.55,283106.55,0,0,SETTLE-003447
REC003459001,L003459,2022-11-29,Settlement,126321.54,126321.54,0,0,SETTLE-003459
REC003463001,L003463,2022-04-29,Settlement,117652.41,117652.41,0,0,SETTLE-003463
REC003466001,L003466,2022-04-29,Settlement,45923.69,45923.69,0,0,SETTLE-003466
REC003474001,L003474,2025-05-30,Settlement,45879.59,45879.59,0,0,SETTLE-003474
REC003477001,L003477,2022-05-30,Settlement,24211.17,24211.17,0,0,SETTLE-003477
REC003478001,L003478,2022-04-30,Settlement,7256.93,7256.93,0,0,SETTLE-003478
REC003480001,L003480,2022-03-02,Settlement,92080.92,92080.92,0,0,SETTLE-003480
REC003487001,L003487,2022-07-31,Settlement,167525,167525,0,0,SETTLE-003487
REC003497001,L003497,2022-02-01,Settlement,43746.75,43746.75,0,0,SETTLE-003497
REC003507001,L003507,2022-06-18,Legal Recovery,14182.53,14182.53,0,0,LEGAL-003507
REC003508001,L003508,2022-04-02,Settlement,45512.67,45512.67,0,0,SETTLE-003508
REC003536001,L003536,2023-05-05,Settlement,20094.11,20094.11,0,0,SETTLE-003536
REC003538001,L003538,2022-05-06,Settlement,40463.81,40463.81,0,0,SETTLE-003538
REC003543001,L003543,2022-03-08,Settlement,16431.78,16431.78,0,0,SETTLE-003543
REC003546001,L003546,2025-03-08,Settlement,69927.89,69927.89,0,0,SETTLE-003546
REC003554001,L003554,2023-04-06,Settlement,592.04,592.04,0,0,SETTLE-003554
REC003565001,L003565,2023-04-07,Settlement,13263.94,13263.94,0,0,SETTLE-003565
REC003566001,L003566,2022-04-07,Settlement,184550.08,184550.08,0,0,SETTLE-003566
REC003568001,L003568,2025-07-08,Settlement,138627.32,138627.32,0,0,SETTLE-003568
REC003587001,L003587,2023-02-08,Settlement,21539.63,21539.63,0,0,SETTLE-003587
REC003590001,L003590,2022-05-10,Settlement,123302.14,123302.14,0,0,SETTLE-003590
REC003591001,L003591,2022-12-10,Settlement,86609.27,86609.27,0,0,SETTLE-003591
REC003593001,L003593,2023-06-09,Settlement,15065.81,15065.81,0,0,SETTLE-003593
REC003602001,L003602,2023-12-11,Settlement,1251.41,1251.41,0,0,SETTLE-003602
REC003603001,L003603,2022-05-11,Settlement,27882.75,27882.75,0,0,SETTLE-003603
REC003604001,L003604,2022-12-12,Settlement,51086.68,51086.68,0,0,SETTLE-003604
REC003606001,L003606,2023-12-12,Settlement,398090.96,398090.96,0,0,SETTLE-003606
REC003613001,L003613,2023-08-11,Settlement,30365.83,30365.83,0,0,SETTLE-003613
REC003615001,L003615,2024-02-11,Settlement,8711.58,8711.58,0,0,SETTLE-003615
REC003632001,L003632,2023-02-13,Settlement,31341.17,31341.17,0,0,SETTLE-003632
REC003634001,L003634,2024-12-15,Settlement,68976.36,68976.36,0,0,SETTLE-003634
REC003639001,L003639,2022-02-14,Settlement,97914.87,97914.87,0,0,SETTLE-003639
REC003645001,L003645,2022-02-14,Settlement,79662.13,79662.13,0,0,SETTLE-003645
REC003657001,L003657,2024-03-15,Settlement,6747.02,6747.02,0,0,SETTLE-003657
REC003658001,L003658,2022-10-15,Settlement,47447.37,47447.37,0,0,SETTLE-003658
REC003661001,L003661,2023-12-15,Settlement,12824.71,12824.71,0,0,SETTLE-003661
REC003668001,L003668,2022-05-16,Settlement,15948.85,15948.85,0,0,SETTLE-003668
REC003672001,L003672,2022-04-16,Settlement,134039.2,134039.2,0,0,SETTLE-003672
REC003690001,L003690,2022-06-15,Legal Recovery,8531.29,8531.29,0,0,LEGAL-003690
REC003696001,L003696,2022-04-18,Settlement,122131.83,122131.83,0,0,SETTLE-003696
REC003707001,L003707,2022-08-19,Settlement,29073.45,29073.45,0,0,SETTLE-003707
REC003709001,L003709,2022-03-19,Settlement,105755.5,105755.5,0,0,SETTLE-003709
REC003720001,L003720,2023-01-20,Settlement,20955.91,20955.91,0,0,SETTLE-003720
REC003721001,L003721,2022-02-20,Settlement,8213.64,8213.64,0,0,SETTLE-003721
REC003724001,L003724,2022-03-21,Settlement,9850.28,9850.28,0,0,SETTLE-003724
REC003727001,L003727,2023-07-21,Settlement,50657.35,50657.35,0,0,SETTLE-003727
REC003749001,L003749,2023-10-23,Settlement,16576.23,16576.23,0,0,SETTLE-003749
REC003753001,L003753,2024-07-23,Settlement,6078.07,6078.07,0,0,SETTLE-003753
REC003766001,L003766,2024-08-04,Legal Recovery,1181.82,1181.82,0,0,LEGAL-003766
REC003779001,L003779,2022-12-25,Settlement,47033.79,47033.79,0,0,SETTLE-003779
REC003781001,L003781,2023-09-25,Settlement,52422.45,52422.45,0,0,SETTLE-003781
REC003788001,L003788,2022-07-26,Settlement,12378.41,12378.41,0,0,SETTLE-003788
REC003789001,L003789,2022-04-26,Settlement,42518.15,42518.15,0,0,SETTLE-003789
REC003794001,L003794,2025-06-02,Collateral Liquidation,169672.15,14541.72,155130.43,0,COLL003794
REC003797001,L003797,2022-10-27,Settlement,106260.56,106260.56,0,0,SETTLE-003797
REC003810001,L003810,2023-11-13,Legal Recovery,3511.62,3511.62,0,0,LEGAL-003810
REC003814001,L003814,2022-09-28,Settlement,4063.81,4063.81,0,0,SETTLE-003814
REC003835001,L003835,2022-12-30,Settlement,224560.34,224560.34,0,0,SETTLE-003835
REC003840001,L003840,2022-12-30,Settlement,37464.14,37464.14,0,0,SETTLE-003840
REC003847001,L003847,2023-01-31,Settlement,24762.46,24762.46,0,0,SETTLE-003847
REC003852001,L003852,2022-03-31,Settlement,93560.07,93560.07,0,0,SETTLE-003852
REC003857001,L003857,2022-07-01,Settlement,43145.16,43145.16,0,0,SETTLE-003857
REC003861001,L003861,2022-09-01,Settlement,117620.94,117620.94,0,0,SETTLE-003861
REC003862001,L003862,2022-09-21,Legal Recovery,16834.62,16834.62,0,0,LEGAL-003862
REC003874001,L003874,2022-09-02,Settlement,16507.77,16507.77,0,0,SETTLE-003874
REC003876001,L003876,2025-11-03,Settlement,36025.14,36025.14,0,0,SETTLE-003876
REC003879001,L003879,2022-05-04,Settlement,43006.67,43006.67,0,0,SETTLE-003879
REC003881001,L003881,2023-07-04,Settlement,22669.27,22669.27,0,0,SETTLE-003881
REC003883001,L003883,2022-06-03,Settlement,32014.79,32014.79,0,0,SETTLE-003883
REC003885001,L003885,2023-04-03,Settlement,6814.43,6814.43,0,0,SETTLE-003885
REC003886002,L003886,2022-10-29,Legal Recovery,111663.21,111663.21,0,0,LEGAL-003886
REC003886001,L003886,2022-11-01,Collateral Liquidation,1064027.75,980077.56,83950.19,0,COLL003886
REC003888001,L003888,2024-03-06,Settlement,192712.76,192712.76,0,0,SETTLE-003888
REC003894001,L003894,2022-09-04,Settlement,84881.1,84881.1,0,0,SETTLE-003894
REC003896001,L003896,2023-10-06,Settlement,37180.68,37180.68,0,0,SETTLE-003896
REC003901001,L003901,2022-05-06,Settlement,61255.8,61255.8,0,0,SETTLE-003901
REC003902001,L003902,2024-03-07,Settlement,15761.25,15761.25,0,0,SETTLE-003902
REC003906001,L003906,2024-01-05,Settlement,32679.79,32679.79,0,0,SETTLE-003906
REC003927001,L003927,2022-05-21,Collateral Liquidation,353007.75,336364.96,16642.79,0,COLL003927
REC003929001,L003929,2023-08-08,Settlement,213023.85,213023.85,0,0,SETTLE-003929
REC003930001,L003930,2022-09-08,Settlement,67974.62,67974.62,0,0,SETTLE-003930
REC003934001,L003934,2022-05-28,Legal Recovery,2215.65,2215.65,0,0,LEGAL-003934
REC003942001,L003942,2022-09-08,Settlement,107616.02,107616.02,0,0,SETTLE-003942
REC003944002,L003944,2022-06-24,Legal Recovery,71490.02,71490.02,0,0,LEGAL-003944
REC003944001,L003944,2022-07-01,Collateral Liquidation,275113.34,275113.34,0,0,COLL003944
REC003949001,L003949,2023-06-09,Settlement,133292.31,133292.31,0,0,SETTLE-003949
REC003952001,L003952,2024-06-09,Settlement,3327.66,3327.66,0,0,SETTLE-003952
REC003953001,L003953,2023-01-09,Settlement,21423.14,21423.14,0,0,SETTLE-003953
REC003957001,L003957,2022-09-09,Settlement,24330.81,24330.81,0,0,SETTLE-003957
REC003960001,L003960,2025-12-15,Legal Recovery,991.03,991.03,0,0,LEGAL-003960
REC003975001,L003975,2025-06-11,Settlement,9992.81,9992.81,0,0,SETTLE-003975
REC003989001,L003989,2023-02-13,Settlement,109572.26,109572.26,0,0,SETTLE-003989
REC004017001,L004017,2022-03-15,Settlement,114524.72,114524.72,0,0,SETTLE-004017
REC004032001,L004032,2023-09-16,Settlement,2878.19,2878.19,0,0,SETTLE-004032
REC004033001,L004033,2022-10-17,Settlement,53773.09,53773.09,0,0,SETTLE-004033
REC004043001,L004043,2022-06-27,Legal Recovery,26437.57,26437.57,0,0,LEGAL-004043
REC004045001,L004045,2023-03-17,Settlement,66917.15,66917.15,0,0,SETTLE-004045
REC004046001,L004046,2024-06-22,Legal Recovery,7252.87,7252.87,0,0,LEGAL-004046
REC004048001,L004048,2022-11-17,Settlement,26662.6,26662.6,0,0,SETTLE-004048
REC004058001,L004058,2022-06-18,Settlement,73127.9,73127.9,0,0,SETTLE-004058
REC004065001,L004065,2023-08-19,Settlement,7421.63,7421.63,0,0,SETTLE-004065
REC004081001,L004081,2022-08-31,Legal Recovery,29606.22,29606.22,0,0,LEGAL-004081
REC004083001,L004083,2022-09-21,Settlement,60458.36,60458.36,0,0,SETTLE-004083
REC004085001,L004085,2022-07-21,Settlement,19451.95,19451.95,0,0,SETTLE-004085
REC004086001,L004086,2022-11-21,Settlement,14191.01,14191.01,0,0,SETTLE-004086
REC004087001,L004087,2022-06-21,Settlement,104799.35,104799.35,0,0,SETTLE-004087
REC004089001,L004089,2023-03-21,Settlement,8093.29,8093.29,0,0,SETTLE-004089
REC004090001,L004090,2022-05-21,Settlement,69170,69170,0,0,SETTLE-004090
REC004134001,L004134,2023-06-03,Legal Recovery,2478.4,2478.4,0,0,LEGAL-004134
REC004139001,L004139,2022-04-26,Settlement,138585.9,138585.9,0,0,SETTLE-004139
REC004141001,L004141,2022-10-26,Legal Recovery,24402.19,24402.19,0,0,LEGAL-004141
REC004144001,L004144,2022-11-27,Settlement,16409.07,16409.07,0,0,SETTLE-004144
REC004147001,L004147,2022-05-27,Settlement,172002.39,172002.39,0,0,SETTLE-004147
REC004148001,L004148,2023-02-27,Settlement,25019.46,25019.46,0,0,SETTLE-004148
REC004159001,L004159,2023-07-28,Settlement,64103.09,64103.09,0,0,SETTLE-004159
REC004163001,L004163,2022-11-28,Settlement,58023.29,58023.29,0,0,SETTLE-004163
REC004177001,L004177,2022-06-29,Settlement,144737.73,144737.73,0,0,SETTLE-004177
REC004180001,L004180,2023-06-30,Settlement,21441.78,21441.78,0,0,SETTLE-004180
REC004198001,L004198,2022-05-01,Settlement,29616.57,29616.57,0,0,SETTLE-004198
REC004201001,L004201,2024-09-22,Collateral Liquidation,56625.97,48142.55,8483.42,0,COLL004201
REC004204001,L004204,2022-07-02,Settlement,76956.57,76956.57,0,0,SETTLE-004204
REC004215001,L004215,2023-09-02,Settlement,36029.83,36029.83,0,0,SETTLE-004215
REC004239001,L004239,2023-08-04,Settlement,56123.15,56123.15,0,0,SETTLE-004239
REC004244001,L004244,2022-07-05,Settlement,21460.57,21460.57,0,0,SETTLE-004244
REC004258001,L004258,2023-06-06,Settlement,54547.32,54547.32,0,0,SETTLE-004258
REC004261001,L004261,2024-12-07,Settlement,37131.04,37131.04,0,0,SETTLE-004261
REC004262001,L004262,2023-07-07,Settlement,10830.37,10830.37,0,0,SETTLE-004262
REC004269001,L004269,2023-05-08,Settlement,50988.97,50988.97,0,0,SETTLE-004269
REC004273001,L004273,2023-06-07,Settlement,52107.62,52107.62,0,0,SETTLE-004273
REC004281001,L004281,2023-12-30,Legal Recovery,6399.42,6399.42,0,0,LEGAL-004281
REC004284001,L004284,2023-07-10,Settlement,79930.37,79930.37,0,0,SETTLE-004284
REC004285001,L004285,2023-03-12,Settlement,38893.72,38893.72,0,0,SETTLE-004285
REC004290001,L004290,2023-09-09,Settlement,68897.25,68897.25,0,0,SETTLE-004290
REC004303001,L004303,2022-09-10,Settlement,70383.98,70383.98,0,0,SETTLE-004303
REC004305001,L004305,2023-09-10,Settlement,20897.3,20897.3,0,0,SETTLE-004305
REC004319001,L004319,2022-05-13,Settlement,39821.88,39821.88,0,0,SETTLE-004319
REC004325001,L004325,2022-08-12,Settlement,71440.64,71440.64,0,0,SETTLE-004325
REC004329001,L004329,2023-06-16,Settlement,52395.88,52395.88,0,0,SETTLE-004329
REC004330001,L004330,2022-08-22,Collateral Liquidation,125431.44,125431.44,0,0,COLL004330
REC004334001,L004334,2022-06-15,Collateral Liquidation,160838.64,160838.64,0,0,COLL004334
REC004339001,L004339,2024-01-17,Settlement,38860.95,38860.95,0,0,SETTLE-004339
REC004349001,L004349,2024-08-17,Settlement,29158.32,29158.32,0,0,SETTLE-004349
REC004350001,L004350,2022-10-17,Settlement,17593.14,17593.14,0,0,SETTLE-004350
REC004354001,L004354,2022-08-18,Settlement,5415.96,5415.96,0,0,SETTLE-004354
REC004355001,L004355,2023-08-18,Settlement,4464.12,4464.12,0,0,SETTLE-004355
REC004360001,L004360,2022-07-18,Settlement,131637.06,131637.06,0,0,SETTLE-004360
REC004370001,L004370,2022-05-19,Settlement,140157.33,140157.33,0,0,SETTLE-004370
REC004388001,L004388,2022-10-21,Settlement,83418.83,83418.83,0,0,SETTLE-004388
REC004392001,L004392,2023-11-21,Settlement,7383.55,7383.55,0,0,SETTLE-004392
REC004393001,L004393,2022-07-20,Legal Recovery,7738.94,7738.94,0,0,LEGAL-004393
REC004396001,L004396,2022-04-22,Settlement,105835.87,105835.87,0,0,SETTLE-004396
REC004402001,L004402,2026-01-22,Settlement,8256.47,8256.47,0,0,SETTLE-004402
REC004403001,L004403,2022-05-23,Settlement,56072.88,56072.88,0,0,SETTLE-004403
REC004407001,L004407,2026-03-27,Collateral Liquidation,139360.47,42575.2,96785.27,0,COLL004407
REC004412001,L004412,2024-07-23,Settlement,9468.08,9468.08,0,0,SETTLE-004412
REC004418001,L004418,2023-05-24,Settlement,9022.53,9022.53,0,0,SETTLE-004418
REC004419001,L004419,2022-07-24,Settlement,34194.58,34194.58,0,0,SETTLE-004419
REC004422001,L004422,2022-10-24,Settlement,148823.8,148823.8,0,0,SETTLE-004422
REC004437001,L004437,2024-05-25,Settlement,17176.82,17176.82,0,0,SETTLE-004437
REC004448001,L004448,2023-06-26,Settlement,9058.24,9058.24,0,0,SETTLE-004448
REC004458001,L004458,2022-11-12,Legal Recovery,30295.47,30295.47,0,0,LEGAL-004458
REC004468001,L004468,2023-05-28,Settlement,71296.65,71296.65,0,0,SETTLE-004468
REC004476001,L004476,2022-06-29,Settlement,32223.09,32223.09,0,0,SETTLE-004476
REC004480001,L004480,2022-06-29,Settlement,24729.16,24729.16,0,0,SETTLE-004480
REC004501001,L004501,2022-05-01,Settlement,12890.01,12890.01,0,0,SETTLE-004501
REC004515001,L004515,2023-12-03,Settlement,20277.68,20277.68,0,0,SETTLE-004515
REC004522001,L004522,2025-05-04,Settlement,42809.16,42809.16,0,0,SETTLE-004522
REC004529001,L004529,2022-07-04,Settlement,31412.29,31412.29,0,0,SETTLE-004529
REC004534001,L004534,2024-03-06,Settlement,6378.08,6378.08,0,0,SETTLE-004534
REC004544001,L004544,2023-01-05,Settlement,60381.37,60381.37,0,0,SETTLE-004544
REC004557001,L004557,2024-08-06,Settlement,12100.36,12100.36,0,0,SETTLE-004557
REC004558001,L004558,2022-12-07,Settlement,94418.29,94418.29,0,0,SETTLE-004558
REC004559001,L004559,2023-04-06,Settlement,67144.2,67144.2,0,0,SETTLE-004559
REC004560001,L004560,2024-10-07,Settlement,29575.46,29575.46,0,0,SETTLE-004560
REC004564001,L004564,2023-01-07,Settlement,13246.04,13246.04,0,0,SETTLE-004564
REC004585001,L004585,2023-01-09,Settlement,16065.23,16065.23,0,0,SETTLE-004585
REC004595001,L004595,2022-06-10,Settlement,20125.88,20125.88,0,0,SETTLE-004595
REC004599001,L004599,2024-02-19,Collateral Liquidation,166134.28,129487.8,36646.48,0,COLL004599
REC004601001,L004601,2023-05-12,Settlement,172418.7,172418.7,0,0,SETTLE-004601
REC004606001,L004606,2023-12-12,Settlement,4992.32,4992.32,0,0,SETTLE-004606
REC004608001,L004608,2024-06-12,Settlement,145281.36,145281.36,0,0,SETTLE-004608
REC004610001,L004610,2023-01-12,Settlement,20639.59,20639.59,0,0,SETTLE-004610
REC004614001,L004614,2023-09-12,Settlement,109306.22,109306.22,0,0,SETTLE-004614
REC004628001,L004628,2023-06-13,Settlement,20375.94,20375.94,0,0,SETTLE-004628
REC004629001,L004629,2024-04-19,Legal Recovery,1365.47,1365.47,0,0,LEGAL-004629
REC004631001,L004631,2022-10-15,Settlement,74647.7,74647.7,0,0,SETTLE-004631
REC004633001,L004633,2022-06-14,Settlement,48430.16,48430.16,0,0,SETTLE-004633
REC004636001,L004636,2024-06-14,Settlement,33201.18,33201.18,0,0,SETTLE-004636
REC004638001,L004638,2023-11-14,Settlement,23927.5,23927.5,0,0,SETTLE-004638
REC004641001,L004641,2022-05-15,Settlement,25762.48,25762.48,0,0,SETTLE-004641
REC004652001,L004652,2023-05-15,Settlement,139998.78,139998.78,0,0,SETTLE-004652
REC004662001,L004662,2024-11-16,Settlement,7278.02,7278.02,0,0,SETTLE-004662
REC004666001,L004666,2022-07-16,Settlement,257879.79,257879.79,0,0,SETTLE-004666
REC004668001,L004668,2022-12-16,Settlement,165516.6,165516.6,0,0,SETTLE-004668
REC004670001,L004670,2025-02-16,Settlement,96877.98,96877.98,0,0,SETTLE-004670
REC004676001,L004676,2022-12-17,Settlement,127145.97,127145.97,0,0,SETTLE-004676
REC004679001,L004679,2023-03-17,Settlement,45747.27,45747.27,0,0,SETTLE-004679
REC004682001,L004682,2025-09-18,Settlement,73399.84,73399.84,0,0,SETTLE-004682
REC004688001,L004688,2022-05-18,Settlement,204371.3,204371.3,0,0,SETTLE-004688
REC004695001,L004695,2022-06-19,Settlement,58910.36,58910.36,0,0,SETTLE-004695
REC004696001,L004696,2023-09-19,Settlement,29559.56,29559.56,0,0,SETTLE-004696
REC004713001,L004713,2023-09-21,Settlement,76916.7,76916.7,0,0,SETTLE-004713
REC004730001,L004730,2024-06-23,Settlement,566470.65,566470.65,0,0,SETTLE-004730
REC004749001,L004749,2025-02-24,Settlement,67917.6,67917.6,0,0,SETTLE-004749
REC004751001,L004751,2023-11-24,Settlement,127951.91,127951.91,0,0,SETTLE-004751
REC004754001,L004754,2022-08-25,Settlement,21795.82,21795.82,0,0,SETTLE-004754
REC004760001,L004760,2022-06-25,Settlement,35661.59,35661.59,0,0,SETTLE-004760
REC004765001,L004765,2022-12-26,Settlement,83686.77,83686.77,0,0,SETTLE-004765
REC004769001,L004769,2023-10-27,Settlement,40978.73,40978.73,0,0,SETTLE-004769
REC004785001,L004785,2022-06-29,Settlement,55399.49,55399.49,0,0,SETTLE-004785
REC004788001,L004788,2023-03-30,Settlement,13709.27,13709.27,0,0,SETTLE-004788
REC004792001,L004792,2023-09-30,Settlement,91508.69,91508.69,0,0,SETTLE-004792
REC004800001,L004800,2025-01-14,Collateral Liquidation,208501.13,136399.41,72101.72,0,COLL004800
REC004804001,L004804,2023-12-01,Settlement,32919.24,32919.24,0,0,SETTLE-004804
REC004805001,L004805,2023-05-31,Settlement,18954.34,18954.34,0,0,SETTLE-004805
REC004813001,L004813,2024-10-02,Settlement,14270.93,14270.93,0,0,SETTLE-004813
REC004814001,L004814,2025-06-01,Settlement,18471.32,18471.32,0,0,SETTLE-004814
REC004817001,L004817,2024-03-03,Settlement,12933.19,12933.19,0,0,SETTLE-004817
REC004824001,L004824,2023-01-11,Collateral Liquidation,143487.06,143487.06,0,0,COLL004824
REC004828001,L004828,2022-10-14,Collateral Liquidation,242906.06,242906.06,0,0,COLL004828
REC004834001,L004834,2025-07-05,Settlement,17161.16,17161.16,0,0,SETTLE-004834
REC004836001,L004836,2023-05-05,Settlement,10759.38,10759.38,0,0,SETTLE-004836
REC004838001,L004838,2024-04-04,Settlement,30224.46,30224.46,0,0,SETTLE-004838
REC004860001,L004860,2022-06-08,Settlement,16207.71,16207.71,0,0,SETTLE-004860
REC004903001,L004903,2023-05-13,Settlement,102652.73,102652.73,0,0,SETTLE-004903
REC004905001,L004905,2022-06-12,Settlement,102757.56,102757.56,0,0,SETTLE-004905
REC004906001,L004906,2023-11-19,Legal Recovery,4001.26,4001.26,0,0,LEGAL-004906
REC004909001,L004909,2026-02-03,Legal Recovery,4757.22,4757.22,0,0,LEGAL-004909
REC004910001,L004910,2022-07-14,Settlement,79887.94,79887.94,0,0,SETTLE-004910
REC004912001,L004912,2022-06-13,Settlement,80089.51,80089.51,0,0,SETTLE-004912
REC004925001,L004925,2024-08-18,Legal Recovery,8061.55,8061.55,0,0,LEGAL-004925
REC004930001,L004930,2024-04-16,Settlement,30367.43,30367.43,0,0,SETTLE-004930
REC004937001,L004937,2024-04-16,Settlement,48385.17,48385.17,0,0,SETTLE-004937
REC004939001,L004939,2025-01-16,Settlement,23992.27,23992.27,0,0,SETTLE-004939
REC004940001,L004940,2023-11-16,Settlement,25572.63,25572.63,0,0,SETTLE-004940
REC004945001,L004945,2023-03-16,Settlement,64083.29,64083.29,0,0,SETTLE-004945
REC004949001,L004949,2026-01-17,Settlement,23163.14,23163.14,0,0,SETTLE-004949
REC004953001,L004953,2023-10-17,Settlement,51506.94,51506.94,0,0,SETTLE-004953
REC004965001,L004965,2023-01-18,Settlement,63833.74,63833.74,0,0,SETTLE-004965
REC004966001,L004966,2025-06-18,Settlement,36107.89,36107.89,0,0,SETTLE-004966
REC004968001,L004968,2022-07-19,Settlement,10475.4,10475.4,0,0,SETTLE-004968
REC005001001,L005001,2022-07-23,Settlement,136942.11,136942.11,0,0,SETTLE-005001
REC005004001,L005004,2023-08-24,Settlement,405077.14,405077.14,0,0,SETTLE-005004
REC005025001,L005025,2022-07-27,Settlement,115016.8,115016.8,0,0,SETTLE-005025
REC005031001,L005031,2023-05-20,Legal Recovery,1295.97,1295.97,0,0,LEGAL-005031
REC005032001,L005032,2024-01-26,Collateral Liquidation,356978.16,344352.97,12625.19,0,COLL005032
REC005039001,L005039,2024-12-28,Settlement,4342.18,4342.18,0,0,SETTLE-005039
REC005050001,L005050,2023-06-29,Settlement,11552.46,11552.46,0,0,SETTLE-005050
REC005055001,L005055,2023-10-30,Settlement,9425.59,9425.59,0,0,SETTLE-005055
REC005056001,L005056,2023-10-30,Settlement,28473.42,28473.42,0,0,SETTLE-005056
REC005058001,L005058,2022-09-30,Settlement,80173.39,80173.39,0,0,SETTLE-005058
REC005071001,L005071,2025-05-31,Settlement,7038.88,7038.88,0,0,SETTLE-005071
REC005072001,L005072,2024-01-31,Settlement,11901.82,11901.82,0,0,SETTLE-005072
REC005086001,L005086,2023-09-02,Settlement,39005.66,39005.66,0,0,SETTLE-005086
REC005095001,L005095,2022-09-12,Collateral Liquidation,240776.57,240776.57,0,0,COLL005095
REC005102001,L005102,2024-05-05,Settlement,3576.02,3576.02,0,0,SETTLE-005102
REC005111001,L005111,2023-10-05,Settlement,64463.87,64463.87,0,0,SETTLE-005111
REC005129001,L005129,2023-02-06,Settlement,100150.53,100150.53,0,0,SETTLE-005129
REC005132001,L005132,2022-12-08,Settlement,101418.8,101418.8,0,0,SETTLE-005132
REC005135001,L005135,2024-08-07,Settlement,3337.99,3337.99,0,0,SETTLE-005135
REC005137001,L005137,2023-04-07,Settlement,29388.87,29388.87,0,0,SETTLE-005137
REC005141001,L005141,2023-10-23,Legal Recovery,5563.09,5563.09,0,0,LEGAL-005141
REC005142001,L005142,2022-10-09,Settlement,23439.83,23439.83,0,0,SETTLE-005142
REC005159001,L005159,2025-10-10,Settlement,8294.31,8294.31,0,0,SETTLE-005159
REC005169001,L005169,2023-02-23,Legal Recovery,29055.83,29055.83,0,0,LEGAL-005169
REC005177001,L005177,2022-07-12,Settlement,17678.1,17678.1,0,0,SETTLE-005177
REC005188001,L005188,2022-11-12,Settlement,30144.62,30144.62,0,0,SETTLE-005188
REC005193001,L005193,2024-02-13,Settlement,31581.62,31581.62,0,0,SETTLE-005193
REC005212001,L005212,2023-08-16,Settlement,65597.55,65597.55,0,0,SETTLE-005212
REC005218001,L005218,2023-08-16,Settlement,24679.68,24679.68,0,0,SETTLE-005218
REC005222001,L005222,2023-06-16,Settlement,24652.56,24652.56,0,0,SETTLE-005222
REC005232001,L005232,2022-10-17,Settlement,15313.41,15313.41,0,0,SETTLE-005232
REC005237001,L005237,2022-12-29,Legal Recovery,2296.94,2296.94,0,0,LEGAL-005237
REC005238001,L005238,2022-12-18,Settlement,102887.08,102887.08,0,0,SETTLE-005238
REC005246001,L005246,2022-11-12,Collateral Liquidation,62243.08,62243.08,0,0,COLL005246
REC005249001,L005249,2024-10-19,Settlement,117182.93,117182.93,0,0,SETTLE-005249
REC005267001,L005267,2023-07-20,Settlement,108771.34,108771.34,0,0,SETTLE-005267
REC005271001,L005271,2022-07-20,Settlement,219780.52,219780.52,0,0,SETTLE-005271
REC005287001,L005287,2022-11-23,Settlement,25154.87,25154.87,0,0,SETTLE-005287
REC005292001,L005292,2022-09-23,Settlement,139496.07,139496.07,0,0,SETTLE-005292
REC005297001,L005297,2022-07-23,Settlement,13069.06,13069.06,0,0,SETTLE-005297
REC005303001,L005303,2024-02-14,Legal Recovery,11083.6,11083.6,0,0,LEGAL-005303
REC005304001,L005304,2022-10-24,Settlement,203262.76,203262.76,0,0,SETTLE-005304
REC005312001,L005312,2023-06-25,Settlement,78179.19,78179.19,0,0,SETTLE-005312
REC005314001,L005314,2025-09-25,Settlement,3019.24,3019.24,0,0,SETTLE-005314
REC005326001,L005326,2025-01-26,Settlement,81225.54,81225.54,0,0,SETTLE-005326
REC005332001,L005332,2023-06-27,Settlement,88431.4,88431.4,0,0,SETTLE-005332
REC005353001,L005353,2022-10-29,Settlement,97045.89,97045.89,0,0,SETTLE-005353
REC005354001,L005354,2023-07-29,Settlement,20975.67,20975.67,0,0,SETTLE-005354
REC005357001,L005357,2022-10-27,Collateral Liquidation,207027.21,207027.21,0,0,COLL005357
REC005371001,L005371,2023-03-02,Legal Recovery,10580.63,10580.63,0,0,LEGAL-005371
REC005379001,L005379,2024-01-31,Settlement,128870.22,128870.22,0,0,SETTLE-005379
REC005381001,L005381,2024-08-31,Settlement,19325.04,19325.04,0,0,SETTLE-005381
REC005390001,L005390,2023-06-01,Settlement,15291.4,15291.4,0,0,SETTLE-005390
REC005394001,L005394,2022-12-03,Settlement,90337.57,90337.57,0,0,SETTLE-005394
REC005399001,L005399,2023-06-04,Legal Recovery,4373.64,4373.64,0,0,LEGAL-005399
REC005402001,L005402,2023-03-05,Settlement,15049.24,15049.24,0,0,SETTLE-005402
REC005403001,L005403,2025-08-12,Legal Recovery,5580.17,5580.17,0,0,LEGAL-005403
REC005408001,L005408,2024-09-03,Settlement,8184.89,8184.89,0,0,SETTLE-005408
REC005420001,L005420,2023-02-05,Settlement,12413.25,12413.25,0,0,SETTLE-005420
