customer_id,age,gender,governorate,city,employment_type,job,employment_length_months,monthly_income,home_ownership,customer_segment,credit_score
C001757,63,Male,Alexandria,Smouha,Government,Public Health Worker,36,9975.75,Family-Owned,Mass Affluent,600
C001758,40,Female,Cairo,Nasr City,Private Sector,Engineer,169,23359.07,Owned,Mass,637
C001759,32,Male,Alexandria,Sidi Gaber,Private Sector,Sales Representative,150,27854.68,Family-Owned,Mass,696
C001760,35,Male,Qalyubia,Banha,Self-Employed,Lawyer,62,46173.09,Family-Owned,Mass,609
C001761,29,Male,Sharqia,Zagazig,Self-Employed,Lawyer,74,49463.83,Owned,Mass,679
C001762,34,Female,Minya,Minya City,Business Owner,Trading Business Owner,123,36002.32,Family-Owned,SME Owner,514
C001763,39,Male,Assiut,Assiut City,Self-Employed,Lawyer,47,38398.43,Owned,Mass,638
C001764,31,Male,Qalyubia,Shubra El-Kheima,Private Sector,Sales Representative,146,24247.69,Rented,Mass Affluent,731
C001765,48,Male,Giza,Dokki,Private Sector,Bank Employee,148,35870.68,Owned,Mass,630
C001766,38,Female,Giza,Sheikh Zayed,Self-Employed,Lawyer,37,48471.62,Family-Owned,Mass,617
C001767,55,Female,Sharqia,Zagazig,Private Sector,Bank Employee,315,32769.26,Rented,Mass Affluent,639
C001768,26,Female,Alexandria,Miami,Private Sector,Accountant,6,15339.41,Family-Owned,Mass Affluent,541
C001769,21,Male,Cairo,Zamalek,Private Sector,Sales Representative,24,15166,Family-Owned,Mass,609
C001770,44,Female,Cairo,Nasr City,Government,Civil Servant,225,9870.53,Family-Owned,Mass Affluent,549
C001771,52,Female,Minya,Minya City,Self-Employed,Doctor,178,22228.69,Owned,Mass Affluent,568
C001772,40,Male,Gharbia,Al-Mahalla,Self-Employed,Freelance Consultant,20,19947.94,Rented,Mass,537
C001773,54,Male,Beheira,Damanhur,Private Sector,Engineer,334,17337.91,Owned,Mass,616
C001774,30,Female,Qalyubia,Banha,Government,Teacher,115,15092.08,Owned,Mass,742
C001775,50,Female,Giza,Mohandessin,Government,Public Health Worker,182,19537.83,Owned,Mass,664
C001776,46,Male,Cairo,Nasr City,Government,Police Officer,263,14317.93,Family-Owned,Mass,674
C001777,26,Male,Beheira,Damanhur,Private Sector,IT Specialist,64,50017,Owned,Mass Affluent,567
C001778,45,Female,Minya,Minya City,Private Sector,Engineer,128,20567.03,Rented,Mass,634
C001779,60,Male,Giza,Mohandessin,Business Owner,Trading Business Owner,142,55048.02,Family-Owned,SME Owner,596
C001780,51,Female,Cairo,Zamalek,Business Owner,Retail Shop Owner,202,63201.08,Family-Owned,SME Owner,668
C001781,43,Male,Sharqia,Zagazig,Government,Public Health Worker,105,8950.43,Owned,Mass,604
C001782,23,Female,Gharbia,Al-Mahalla,Private Sector,Sales Representative,53,20702.29,Owned,Mass,490
C001783,44,Male,Assiut,Assiut City,Private Sector,IT Specialist,128,31329,Rented,Mass Affluent,722
C001784,37,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Freelance Consultant,122,9888.08,Rented,Mass,515
C001785,26,Female,Alexandria,Miami,Self-Employed,Freelance Consultant,73,17754.75,Family-Owned,Mass,553
C001786,62,Female,Alexandria,Sidi Gaber,Business Owner,Restaurant Owner,394,54995.17,Family-Owned,SME Owner,574
C001787,60,Male,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,11,39234.59,Owned,Mass Affluent,713
C001788,32,Female,Giza,Sheikh Zayed,Private Sector,Accountant,150,22000.16,Family-Owned,Mass Affluent,656
C001789,25,Male,Cairo,New Cairo,Government,Civil Servant,35,13342.01,Rented,Mass,590
C001790,40,Female,Assiut,Assiut City,Government,Police Officer,68,5668.4,Rented,Mass,464
C001791,26,Male,Alexandria,Miami,Private Sector,Sales Representative,71,41235.15,Owned,Mass,675
C001792,53,Female,Cairo,New Cairo,Government,Police Officer,194,9338.41,Rented,Mass Affluent,658
C001793,52,Female,Dakahlia,Mansoura,Private Sector,Accountant,284,28400.87,Family-Owned,Mass Affluent,772
C001794,28,Male,Assiut,Assiut City,Private Sector,Bank Employee,51,35989.06,Family-Owned,Mass,608
C001795,24,Female,Port Said,Port Said City,Private Sector,Accountant,28,26453.11,Owned,Mass,539
C001796,24,Male,Giza,Dokki,Self-Employed,Doctor,16,33111.09,Owned,Mass,466
C001797,62,Female,Gharbia,Tanta,Government,Police Officer,185,11971.03,Family-Owned,Mass Affluent,560
C001798,41,Male,Giza,6th of October,Private Sector,Sales Representative,236,26994.82,Owned,Mass,681
C001799,30,Female,Cairo,New Cairo,Private Sector,Accountant,107,46712.66,Rented,Mass Affluent,850
C001800,65,Male,Cairo,Heliopolis,Business Owner,Trading Business Owner,318,61062.32,Owned,SME Owner,675
C001801,47,Male,Cairo,Zamalek,Private Sector,Engineer,260,16499.15,Rented,Mass,571
C001802,57,Female,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,412,9353.62,Family-Owned,Mass Affluent,591
C001803,31,Female,Cairo,Heliopolis,Government,Civil Servant,40,6258.18,Family-Owned,Mass Affluent,528
C001804,60,Male,Giza,Dokki,Business Owner,Retail Shop Owner,182,16670.24,Family-Owned,SME Owner,611
C001805,46,Female,Beheira,Damanhur,Business Owner,Restaurant Owner,11,102420.16,Owned,SME Owner,730
C001806,37,Female,Giza,6th of October,Government,Teacher,225,6940.09,Owned,Mass,562
C001807,48,Male,Alexandria,Miami,Private Sector,Sales Representative,71,19366.82,Owned,Mass Affluent,646
C001808,63,Male,Cairo,Nasr City,Government,Public Health Worker,29,7987.7,Rented,Mass Affluent,498
C001809,38,Female,Cairo,New Cairo,Private Sector,Accountant,126,48943.12,Owned,Mass,716
C001810,57,Female,Dakahlia,Mansoura,Self-Employed,Doctor,151,20965.41,Rented,Mass,503
C001811,58,Male,Cairo,New Cairo,Government,Civil Servant,186,19320.05,Owned,Mass,670
C001812,53,Male,Beheira,Damanhur,Self-Employed,Lawyer,391,35387.11,Family-Owned,Mass Affluent,589
C001813,63,Female,Giza,6th of October,Private Sector,Bank Employee,98,20179.05,Family-Owned,Mass Affluent,543
C001814,52,Female,Cairo,Heliopolis,Business Owner,Restaurant Owner,260,20266.88,Family-Owned,SME Owner,475
C001815,42,Female,Giza,6th of October,Self-Employed,Contractor,78,23095.39,Family-Owned,Mass Affluent,550
C001816,38,Male,Assiut,Assiut City,Government,Public Health Worker,25,15624.26,Family-Owned,Mass Affluent,595
C001817,48,Female,Cairo,Heliopolis,Self-Employed,Contractor,134,31672.96,Rented,Mass,687
C001818,36,Male,Gharbia,Tanta,Private Sector,IT Specialist,187,8864.72,Owned,Mass,513
C001819,41,Male,Dakahlia,Mansoura,Self-Employed,Freelance Consultant,246,41409.96,Owned,Mass Affluent,684
C001820,37,Male,Cairo,Maadi,Private Sector,Bank Employee,114,14486.93,Owned,Mass,626
C001821,35,Female,Giza,Mohandessin,Government,Police Officer,115,18189.34,Rented,Mass,733
C001822,61,Male,Giza,6th of October,Business Owner,Trading Business Owner,361,26983.28,Family-Owned,SME Owner,547
C001823,54,Male,Cairo,Nasr City,Government,Civil Servant,181,11991.59,Rented,Affluent,724
C001824,64,Female,Cairo,Maadi,Private Sector,Accountant,257,25780.19,Family-Owned,Mass,612
C001825,38,Male,Giza,Dokki,Private Sector,Bank Employee,76,49730.4,Family-Owned,Mass,635
C001826,40,Male,Cairo,Heliopolis,Private Sector,Sales Representative,52,46724.82,Family-Owned,Mass,677
C001827,63,Male,Giza,Dokki,Private Sector,Sales Representative,295,28997.24,Family-Owned,Mass,615
C001828,35,Female,Giza,Mohandessin,Private Sector,Sales Representative,199,26384.54,Rented,Mass Affluent,711
C001829,52,Female,Alexandria,Smouha,Self-Employed,Freelance Consultant,210,37351.24,Family-Owned,Mass,726
C001830,39,Female,Cairo,Heliopolis,Private Sector,Engineer,160,17306.14,Rented,Mass,572
C001831,35,Male,Giza,6th of October,Private Sector,Accountant,90,19042.24,Rented,Mass,602
C001832,55,Female,Beheira,Damanhur,Government,Civil Servant,190,5770.71,Family-Owned,Mass,654
C001833,27,Male,Dakahlia,Mansoura,Private Sector,Bank Employee,86,19229.66,Family-Owned,Mass,594
C001834,49,Female,Port Said,Port Said City,Self-Employed,Lawyer,3,35597.63,Family-Owned,Mass,615
C001835,65,Female,Gharbia,Al-Mahalla,Private Sector,IT Specialist,128,27408.46,Rented,Mass,632
C001836,27,Female,Cairo,Nasr City,Government,Public Health Worker,5,7058.09,Family-Owned,Mass,506
C001837,57,Male,Giza,Dokki,Private Sector,Sales Representative,20,25688.11,Family-Owned,Mass Affluent,661
C001838,48,Male,Beheira,Damanhur,Private Sector,Bank Employee,230,25639.58,Family-Owned,Mass,698
C001839,29,Male,Cairo,Heliopolis,Private Sector,IT Specialist,37,22423.02,Rented,Mass Affluent,555
C001840,40,Female,Beheira,Damanhur,Government,Public Health Worker,87,11944.38,Owned,Mass Affluent,590
C001841,65,Female,Minya,Minya City,Private Sector,Accountant,140,24055.71,Family-Owned,Affluent,602
C001842,44,Male,Beheira,Damanhur,Self-Employed,Contractor,290,71787.94,Rented,Mass Affluent,699
C001843,58,Male,Gharbia,Al-Mahalla,Self-Employed,Contractor,138,58775.95,Family-Owned,Mass,726
C001844,25,Male,Cairo,Nasr City,Business Owner,Retail Shop Owner,36,40812.31,Family-Owned,SME Owner,587
C001845,46,Male,Giza,Mohandessin,Self-Employed,Lawyer,166,29674.21,Owned,Mass Affluent,603
C001846,65,Female,Giza,Sheikh Zayed,Government,Teacher,275,13128.63,Owned,Affluent,686
C001847,56,Female,Suez,Suez City,Government,Civil Servant,334,13839.75,Family-Owned,Mass Affluent,523
C001848,45,Male,Cairo,Heliopolis,Business Owner,Trading Business Owner,71,42412.44,Owned,SME Owner,558
C001849,32,Male,Alexandria,Miami,Self-Employed,Freelance Consultant,116,24157.04,Rented,Mass,500
C001850,63,Female,Cairo,New Cairo,Business Owner,Restaurant Owner,250,64092.96,Family-Owned,SME Owner,668
C001851,65,Male,Giza,Sheikh Zayed,Private Sector,IT Specialist,36,45029.34,Family-Owned,Mass Affluent,706
C001852,45,Male,Giza,Dokki,Government,Civil Servant,155,17157.81,Family-Owned,Mass,717
C001853,45,Female,Cairo,Maadi,Private Sector,Accountant,131,32016.59,Owned,Mass Affluent,764
C001854,56,Male,Port Said,Port Said City,Private Sector,Accountant,38,34261.85,Family-Owned,Mass,719
C001855,28,Male,Giza,Mohandessin,Private Sector,Engineer,45,16790.68,Family-Owned,Mass,584
C001856,50,Male,Qalyubia,Banha,Private Sector,Bank Employee,190,47493.04,Rented,Mass,768
C001857,33,Female,Beheira,Damanhur,Self-Employed,Lawyer,177,61038.84,Owned,Affluent,678
C001858,26,Female,Cairo,Nasr City,Government,Civil Servant,41,10000.26,Family-Owned,Mass,596
C001859,35,Male,Alexandria,Miami,Private Sector,Accountant,89,40080.09,Family-Owned,Mass,622
C001860,25,Female,Suez,Suez City,Self-Employed,Lawyer,19,28730.29,Family-Owned,Mass,627
C001861,45,Female,Alexandria,Sidi Gaber,Government,Public Health Worker,289,10660.86,Family-Owned,Mass,584
C001862,58,Male,Cairo,Zamalek,Business Owner,Restaurant Owner,412,59929.18,Rented,SME Owner,678
C001863,37,Male,Minya,Minya City,Government,Civil Servant,151,14678.85,Rented,Mass,676
C001864,55,Female,Cairo,Heliopolis,Private Sector,Sales Representative,25,38347.22,Family-Owned,Mass Affluent,606
C001865,50,Female,Alexandria,Smouha,Government,Teacher,307,14526.4,Owned,Mass,730
C001866,44,Male,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,151,37531.79,Owned,Mass,652
C001867,38,Female,Suez,Suez City,Government,Police Officer,177,12595.46,Family-Owned,Mass,535
C001868,62,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Doctor,370,26916.48,Rented,Mass Affluent,674
C001869,23,Male,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,51,35994.62,Owned,Mass Affluent,691
C001870,29,Male,Minya,Minya City,Business Owner,Retail Shop Owner,110,70663.2,Owned,SME Owner,678
C001871,24,Female,Cairo,Zamalek,Government,Civil Servant,21,12041.47,Rented,Mass Affluent,654
C001872,35,Female,Giza,Mohandessin,Private Sector,Sales Representative,177,27208.1,Family-Owned,Mass,508
C001873,23,Male,Alexandria,Miami,Government,Teacher,53,14005.24,Family-Owned,Mass Affluent,596
C001874,43,Female,Giza,Mohandessin,Government,Police Officer,162,5774.19,Family-Owned,Mass Affluent,591
C001875,56,Female,Cairo,New Cairo,Private Sector,IT Specialist,274,34925.75,Rented,Mass,665
C001876,60,Male,Alexandria,Sidi Gaber,Government,Teacher,370,15161.96,Family-Owned,Mass Affluent,685
C001877,40,Male,Giza,Sheikh Zayed,Government,Civil Servant,188,15750.1,Owned,Mass,698
C001878,41,Male,Cairo,Nasr City,Private Sector,Accountant,43,34957.98,Owned,Mass,693
C001879,44,Female,Qalyubia,Banha,Government,Public Health Worker,155,12378.49,Owned,Mass Affluent,607
C001880,27,Male,Cairo,Nasr City,Private Sector,Accountant,48,17114.87,Owned,Mass Affluent,575
C001881,39,Male,Sharqia,Zagazig,Private Sector,Sales Representative,191,29626.22,Family-Owned,Mass Affluent,664
C001882,49,Female,Sharqia,10th of Ramadan,Self-Employed,Lawyer,307,21053.36,Family-Owned,Mass,601
C001883,23,Male,Alexandria,Smouha,Government,Police Officer,49,7764.62,Owned,Mass,576
C001884,56,Male,Beheira,Damanhur,Self-Employed,Doctor,373,22730.39,Rented,Mass,619
C001885,42,Female,Cairo,New Cairo,Private Sector,Accountant,277,35651.94,Family-Owned,Mass,538
C001886,40,Male,Cairo,New Cairo,Private Sector,IT Specialist,59,37248.31,Owned,Affluent,542
C001887,40,Female,Minya,Minya City,Private Sector,Engineer,243,27900.1,Owned,Mass Affluent,679
C001888,54,Male,Giza,Sheikh Zayed,Private Sector,IT Specialist,256,20070.94,Rented,Mass Affluent,727
C001889,31,Male,Cairo,Heliopolis,Self-Employed,Freelance Consultant,149,17427.91,Owned,Mass,691
C001890,21,Male,Giza,Mohandessin,Self-Employed,Lawyer,7,42093.56,Family-Owned,Mass Affluent,485
C001891,59,Female,Cairo,Heliopolis,Government,Police Officer,81,12932.98,Owned,Mass,640
C001892,46,Male,Alexandria,Smouha,Government,Civil Servant,162,9901.66,Rented,Mass Affluent,598
C001893,54,Female,Qalyubia,Shubra El-Kheima,Business Owner,Restaurant Owner,380,58391.14,Family-Owned,SME Owner,595
C001894,43,Male,Alexandria,Smouha,Self-Employed,Freelance Consultant,130,12292.33,Family-Owned,Mass,450
C001895,57,Female,Giza,6th of October,Government,Teacher,22,16067.31,Owned,Mass,504
C001896,39,Female,Gharbia,Tanta,Private Sector,Accountant,48,29716.38,Family-Owned,Mass,613
C001897,57,Male,Qalyubia,Shubra El-Kheima,Self-Employed,Lawyer,118,50646.59,Owned,Mass,683
C001898,32,Female,Dakahlia,Mansoura,Self-Employed,Lawyer,134,39868.12,Rented,Mass,568
C001899,36,Female,Cairo,Heliopolis,Government,Police Officer,164,7467.08,Rented,Affluent,661
C001900,31,Male,Cairo,Maadi,Government,Public Health Worker,17,11473.17,Rented,Mass,582
C001901,44,Female,Suez,Suez City,Private Sector,Accountant,185,39362.58,Owned,Mass,627
C001902,40,Male,Cairo,Heliopolis,Business Owner,Trading Business Owner,39,28625.96,Owned,SME Owner,476
C001903,25,Male,Gharbia,Tanta,Business Owner,Restaurant Owner,78,30949.17,Family-Owned,SME Owner,514
C001904,28,Male,Cairo,Zamalek,Private Sector,IT Specialist,45,38873.89,Family-Owned,Mass,781
C001905,36,Male,Minya,Minya City,Business Owner,Trading Business Owner,7,58022.99,Owned,SME Owner,673
C001906,41,Female,Alexandria,Miami,Private Sector,Accountant,24,20044.57,Family-Owned,Mass,648
C001907,40,Female,Alexandria,Sidi Gaber,Private Sector,Accountant,100,35946.02,Rented,Mass,779
C001908,34,Female,Alexandria,Smouha,Self-Employed,Freelance Consultant,156,19990.15,Owned,Mass Affluent,634
C001909,36,Male,Gharbia,Tanta,Private Sector,IT Specialist,145,28690.14,Family-Owned,Mass Affluent,768
C001910,23,Male,Gharbia,Al-Mahalla,Business Owner,Restaurant Owner,45,64681.28,Family-Owned,SME Owner,561
C001911,52,Male,Alexandria,Sidi Gaber,Government,Civil Servant,83,15858.16,Owned,Mass,633
C001912,55,Female,Gharbia,Al-Mahalla,Self-Employed,Freelance Consultant,116,14764.58,Owned,Mass,577
C001913,47,Female,Giza,6th of October,Private Sector,Engineer,239,27298.96,Rented,Mass Affluent,680
C001914,46,Female,Cairo,Nasr City,Government,Police Officer,109,18902.5,Owned,Mass,710
C001915,36,Female,Sharqia,10th of Ramadan,Private Sector,Engineer,200,35409.02,Owned,Mass Affluent,682
C001916,21,Female,Dakahlia,Mansoura,Private Sector,Engineer,9,25549.1,Owned,Mass Affluent,549
C001917,53,Female,Cairo,Zamalek,Government,Teacher,384,14919.67,Family-Owned,Mass,591
C001918,34,Female,Dakahlia,Mansoura,Private Sector,IT Specialist,6,23656.53,Owned,Mass,556
C001919,60,Female,Gharbia,Tanta,Government,Civil Servant,160,21826.24,Family-Owned,Mass,788
C001920,30,Female,Dakahlia,Mansoura,Private Sector,IT Specialist,134,35273.14,Owned,Mass,647
C001921,21,Male,Alexandria,Smouha,Private Sector,Accountant,13,37604.69,Owned,Mass,568
C001922,54,Male,Cairo,New Cairo,Self-Employed,Freelance Consultant,325,39736.84,Rented,Mass Affluent,707
C001923,54,Female,Alexandria,Smouha,Private Sector,IT Specialist,286,19659.96,Family-Owned,Mass,526
C001924,21,Female,Alexandria,Miami,Private Sector,Engineer,12,14988.43,Owned,Mass,548
C001925,40,Male,Minya,Minya City,Government,Teacher,190,5993.75,Family-Owned,Mass,511
C001926,59,Male,Dakahlia,Mansoura,Business Owner,Retail Shop Owner,393,49355.08,Rented,SME Owner,685
C001927,63,Male,Alexandria,Smouha,Self-Employed,Contractor,349,32059.36,Owned,Affluent,634
C001928,54,Male,Giza,6th of October,Government,Teacher,56,6662.51,Rented,Mass Affluent,563
C001929,49,Female,Giza,6th of October,Government,Teacher,303,15442.17,Rented,Mass Affluent,718
C001930,50,Female,Cairo,Zamalek,Private Sector,Bank Employee,272,17690.09,Owned,Mass Affluent,562
C001931,59,Female,Beheira,Damanhur,Private Sector,IT Specialist,140,43697.67,Owned,Mass Affluent,578
C001932,36,Female,Giza,Mohandessin,Government,Civil Servant,158,7144.7,Rented,Mass,515
C001933,22,Male,Cairo,New Cairo,Government,Public Health Worker,17,9482.55,Owned,Mass,594
C001934,62,Female,Cairo,Heliopolis,Government,Public Health Worker,173,14078.48,Owned,Mass,636
C001935,50,Male,Dakahlia,Mansoura,Business Owner,Trading Business Owner,309,30957.37,Family-Owned,SME Owner,531
C001936,22,Female,Gharbia,Tanta,Private Sector,Accountant,6,28543.11,Family-Owned,Mass,576
C001937,23,Female,Beheira,Damanhur,Private Sector,Engineer,31,27333.82,Owned,Mass,631
C001938,42,Female,Giza,Sheikh Zayed,Government,Police Officer,219,15027.49,Rented,Affluent,637
C001939,57,Male,Giza,Dokki,Business Owner,Retail Shop Owner,58,36953.13,Rented,SME Owner,575
C001940,43,Female,Cairo,Zamalek,Private Sector,IT Specialist,112,31724.68,Owned,Mass,588
C001941,38,Female,Giza,Sheikh Zayed,Self-Employed,Doctor,132,27409.41,Rented,Affluent,616
C001942,56,Female,Cairo,New Cairo,Private Sector,IT Specialist,235,46667.15,Owned,Mass,793
C001943,49,Male,Beheira,Damanhur,Business Owner,Trading Business Owner,20,47145.38,Family-Owned,SME Owner,663
C001944,22,Female,Giza,6th of October,Private Sector,Sales Representative,28,31810.93,Family-Owned,Mass,692
C001945,63,Female,Qalyubia,Banha,Government,Police Officer,324,23206.5,Owned,Mass,682
C001946,30,Male,Giza,Dokki,Private Sector,Bank Employee,95,43850.31,Owned,Mass Affluent,518
C001947,26,Male,Qalyubia,Shubra El-Kheima,Private Sector,Accountant,44,17961.49,Rented,Mass Affluent,542
C001948,24,Female,Suez,Suez City,Self-Employed,Freelance Consultant,68,19399.15,Rented,Mass Affluent,546
C001949,64,Female,Sharqia,10th of Ramadan,Private Sector,Engineer,114,17436.51,Rented,Mass,704
C001950,47,Male,Alexandria,Smouha,Business Owner,Restaurant Owner,38,90141.31,Owned,SME Owner,655
C001951,39,Female,Cairo,Nasr City,Self-Employed,Contractor,34,30759.58,Owned,Mass,589
C001952,53,Male,Alexandria,Miami,Private Sector,IT Specialist,99,21111.39,Owned,Mass,503
C001953,57,Male,Alexandria,Sidi Gaber,Self-Employed,Freelance Consultant,378,28639.87,Rented,Mass Affluent,652
C001954,59,Female,Cairo,New Cairo,Private Sector,Sales Representative,322,39685.29,Family-Owned,Mass,663
C001955,36,Female,Suez,Suez City,Private Sector,Sales Representative,208,38711.56,Owned,Mass Affluent,682
C001956,41,Male,Sharqia,Zagazig,Government,Teacher,258,14443.16,Rented,Affluent,672
C001957,60,Male,Gharbia,Al-Mahalla,Self-Employed,Contractor,29,37110.86,Rented,Affluent,566
C001958,46,Female,Dakahlia,Mansoura,Self-Employed,Contractor,14,23606.25,Family-Owned,Mass,559
C001959,50,Female,Qalyubia,Banha,Private Sector,Engineer,295,22578.89,Owned,Mass,609
C001960,50,Male,Suez,Suez City,Private Sector,IT Specialist,9,28778,Rented,Mass,564
C001961,39,Male,Alexandria,Smouha,Private Sector,Bank Employee,189,15157.76,Family-Owned,Mass,589
C001962,31,Female,Cairo,Zamalek,Private Sector,Engineer,31,10450.38,Owned,Mass,611
C001963,55,Male,Cairo,Nasr City,Self-Employed,Lawyer,181,40535.13,Family-Owned,Mass Affluent,560
C001964,25,Male,Sharqia,Zagazig,Private Sector,Sales Representative,23,35599,Rented,Mass Affluent,623
C001965,40,Male,Cairo,Zamalek,Private Sector,Bank Employee,134,49936.96,Owned,Mass,814
C001966,63,Male,Alexandria,Smouha,Government,Civil Servant,142,13906.21,Family-Owned,Affluent,671
C001967,59,Male,Minya,Minya City,Self-Employed,Freelance Consultant,60,63664.88,Family-Owned,Mass Affluent,592
C001968,37,Female,Alexandria,Smouha,Government,Teacher,98,11031.15,Family-Owned,Mass,617
C001969,42,Male,Sharqia,Zagazig,Private Sector,Accountant,51,26101.97,Family-Owned,Mass,598
C001970,60,Male,Sharqia,10th of Ramadan,Private Sector,IT Specialist,296,46292.35,Owned,Mass,712
C001971,41,Male,Cairo,Nasr City,Government,Teacher,260,14315.19,Rented,Mass Affluent,585
C001972,64,Female,Giza,Mohandessin,Business Owner,Restaurant Owner,104,85181.82,Rented,SME Owner,850
C001973,32,Female,Cairo,Zamalek,Private Sector,IT Specialist,121,25769.31,Owned,Mass,633
C001974,58,Male,Beheira,Damanhur,Self-Employed,Freelance Consultant,244,35815.18,Owned,Affluent,638
C001975,65,Male,Giza,6th of October,Private Sector,Sales Representative,396,20407.9,Family-Owned,Mass,534
C001976,49,Male,Alexandria,Miami,Government,Civil Servant,306,15825.5,Owned,Mass Affluent,695
C001977,21,Male,Cairo,Maadi,Government,Public Health Worker,25,14769.12,Owned,Mass Affluent,559
C001978,38,Female,Qalyubia,Banha,Business Owner,Retail Shop Owner,120,72879,Owned,SME Owner,631
C001979,28,Male,Qalyubia,Banha,Government,Teacher,98,9488.06,Family-Owned,Mass Affluent,669
C001980,34,Female,Minya,Minya City,Business Owner,Retail Shop Owner,136,42292.51,Family-Owned,SME Owner,575
C001981,55,Female,Alexandria,Miami,Private Sector,Accountant,398,33701.92,Family-Owned,Affluent,744
C001982,50,Female,Dakahlia,Mansoura,Self-Employed,Lawyer,353,19232.68,Owned,Mass Affluent,479
C001983,40,Female,Assiut,Assiut City,Government,Civil Servant,234,21201.28,Owned,Mass,757
C001984,57,Male,Giza,6th of October,Business Owner,Restaurant Owner,382,18786.72,Family-Owned,SME Owner,556
C001985,42,Male,Giza,Mohandessin,Business Owner,Trading Business Owner,216,93262.39,Rented,SME Owner,680
C001986,62,Male,Cairo,Maadi,Government,Public Health Worker,346,8285.07,Owned,Mass,530
C001987,34,Male,Giza,Dokki,Private Sector,Bank Employee,102,38951.91,Owned,Mass,591
C001988,64,Male,Cairo,Zamalek,Business Owner,Trading Business Owner,395,36607.39,Owned,SME Owner,568
C001989,65,Male,Cairo,Nasr City,Private Sector,Sales Representative,346,40313.35,Owned,Affluent,687
C001990,23,Male,Port Said,Port Said City,Government,Police Officer,40,11115.91,Rented,Mass,646
C001991,37,Male,Giza,6th of October,Private Sector,IT Specialist,21,23767.36,Rented,Mass Affluent,599
C001992,26,Male,Gharbia,Tanta,Business Owner,Restaurant Owner,84,34093.76,Rented,SME Owner,601
C001993,62,Female,Sharqia,Zagazig,Self-Employed,Doctor,366,48417.44,Family-Owned,Affluent,638
C001994,29,Male,Gharbia,Al-Mahalla,Private Sector,Accountant,107,46549.91,Rented,Mass,732
C001995,57,Female,Dakahlia,Mansoura,Private Sector,Engineer,373,30794.55,Family-Owned,Mass Affluent,763
C001996,32,Female,Cairo,Nasr City,Self-Employed,Freelance Consultant,50,23405.93,Family-Owned,Mass Affluent,555
C001997,22,Male,Giza,Sheikh Zayed,Private Sector,IT Specialist,7,35478.95,Rented,Affluent,538
C001998,58,Male,Minya,Minya City,Private Sector,Engineer,379,26335.12,Owned,Mass Affluent,698
C001999,31,Female,Cairo,Zamalek,Government,Teacher,47,6786.91,Rented,Mass,498
C002000,24,Male,Gharbia,Tanta,Self-Employed,Doctor,54,19208.03,Rented,Affluent,521
C002001,56,Male,Minya,Minya City,Private Sector,Bank Employee,30,32841.65,Family-Owned,Mass Affluent,530
C002002,49,Female,Giza,Mohandessin,Private Sector,Sales Representative,82,25799.78,Family-Owned,Mass,651
C002003,55,Female,Alexandria,Smouha,Private Sector,Bank Employee,136,36479.33,Rented,Mass,727
C002004,55,Female,Sharqia,10th of Ramadan,Business Owner,Retail Shop Owner,159,35365.45,Owned,SME Owner,565
C002005,33,Female,Gharbia,Al-Mahalla,Government,Police Officer,129,8028.96,Family-Owned,Mass,611
C002006,57,Male,Cairo,Maadi,Private Sector,IT Specialist,191,30432.9,Rented,Affluent,735
C002007,36,Female,Cairo,New Cairo,Private Sector,Sales Representative,98,24268.3,Owned,Mass Affluent,573
C002008,51,Male,Minya,Minya City,Government,Teacher,3,13582.27,Owned,Mass,517
C002009,51,Female,Giza,Sheikh Zayed,Self-Employed,Freelance Consultant,149,15824.28,Family-Owned,Mass,663
C002010,41,Male,Cairo,New Cairo,Government,Teacher,37,7261.71,Family-Owned,Mass,645
C002011,30,Female,Qalyubia,Banha,Government,Teacher,92,18455.87,Owned,Mass,634
C002012,59,Female,Assiut,Assiut City,Private Sector,Bank Employee,245,17943.34,Rented,Mass,527
C002013,31,Male,Cairo,Maadi,Self-Employed,Lawyer,91,17059.57,Owned,Mass,555
C002014,64,Female,Dakahlia,Mansoura,Private Sector,Accountant,190,20580.06,Rented,Mass Affluent,665
C002015,45,Male,Beheira,Damanhur,Self-Employed,Contractor,276,21146.6,Owned,Mass Affluent,624
C002016,60,Female,Cairo,Nasr City,Self-Employed,Lawyer,373,38802.48,Owned,Mass Affluent,586
C002017,39,Female,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,191,15261.65,Owned,Mass,596
C002018,27,Female,Suez,Suez City,Self-Employed,Freelance Consultant,17,12387.81,Family-Owned,Mass,472
C002019,25,Male,Cairo,Zamalek,Private Sector,Engineer,34,35552.7,Family-Owned,Mass,599
C002020,30,Female,Assiut,Assiut City,Self-Employed,Freelance Consultant,40,55899.33,Owned,Mass Affluent,790
C002021,57,Female,Suez,Suez City,Private Sector,Engineer,267,51558.37,Family-Owned,Mass Affluent,670
C002022,39,Female,Alexandria,Smouha,Private Sector,Accountant,47,29614.13,Owned,Mass,557
C002023,55,Female,Assiut,Assiut City,Government,Police Officer,27,11377.36,Family-Owned,Mass,535
