loan_id,application_id,customer_id,product_type,funded_amount,term_months,interest_rate,issue_date,maturity_date,purpose,risk_grade,original_dti,original_term_months,original_installment,secured,collateral_value,collateral_type,current_status,default_flag,default_date,write_off_flag,write_off_date,write_off_amount,restructuring_flag,restructuring_date,restructuring_count,settlement_flag,settlement_date,settlement_amount,settlement_discount,current_term_months,current_installment,total_fee_income
L002035,APP0009663,C005313,Personal Loan,56600,42,0.2555,2021-07-26,2025-01-26,Travel,A,0.07,42,2052.19,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,42,2052.19,123.12
L002036,APP0010156,C007304,Consumer Loan,76500,9,0.2865,2021-07-26,2022-04-26,Appliances,C,0.28,9,9546.58,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2021-09-05,1,TRUE,2022-04-10,36939.59,0.32,24,3920.95,0
L002037,APP0019715,C002728,Consumer Loan,119700,33,0.3006,2021-07-26,2024-04-26,Electronics,B,0.33,33,5373.54,FALSE,,,Written Off,TRUE,2021-10-01,TRUE,2021-10-26,120263.94,FALSE,,0,FALSE,,,,33,5373.54,0
L002038,APP0020758,C004137,Auto Loan,331500,58,0.2552,2021-07-26,2026-05-26,Used Vehicle Purchase,A,0.33,58,10000.89,TRUE,414375,Vehicle,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,58,10000.89,1200.12
L002039,APP0025752,C005201,Personal Loan,98500,33,0.2984,2021-07-26,2024-04-26,Medical,A,0.37,33,4410.15,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,33,4410.15,352.8
L002040,APP0027150,C003884,Consumer Loan,109800,33,0.2878,2021-07-26,2024-04-26,Electronics,A,0.11,33,4853.61,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2024-01-10,18757.34,0.17,33,4853.61,291.21
L002041,APP0030313,C003222,Consumer Loan,115400,20,0.3137,2021-07-26,2023-03-26,Electronics,B,0.18,20,7482.65,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,20,7482.65,149.65
L002042,APP0056268,C010498,Personal Loan,34800,26,0.2608,2021-07-26,2023-09-26,General Purpose,A,0.25,26,1766.16,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,26,1766.16,70.64
L002043,APP0067300,C001186,Personal Loan,62400,48,0.2884,2021-07-26,2025-07-26,Home Improvement,B,0.08,48,2204.87,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,48,2204.87,176.4
L002044,APP0077979,C004937,Personal Loan,50600,31,0.2879,2021-07-26,2024-02-26,Travel,A,0.33,31,2332.44,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,31,2332.44,93.3
L002045,APP0000483,C000256,Personal Loan,167700,39,0.2787,2021-07-27,2024-10-27,Travel,B,0.21,39,6583.97,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,39,6583.97,395.04
L002046,APP0000636,C007736,Personal Loan,277900,45,0.3068,2021-07-27,2025-04-27,Medical,B,0.29,45,10465.25,FALSE,,,Written Off,TRUE,2022-12-02,TRUE,2022-12-27,222952.77,FALSE,,0,FALSE,,,,45,10465.25,209.31
L002047,APP0001643,C010163,Personal Loan,165800,23,0.2752,2021-07-27,2023-06-27,General Purpose,A,0.19,23,9356.72,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-07-07,1,FALSE,,,,39,0,374.26
L002048,APP0032052,C005087,Consumer Loan,30200,21,0.2747,2021-07-27,2023-04-27,Furniture,B,0.42,21,1827.44,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,21,1827.44,365.5
L002049,APP0040757,C001900,Consumer Loan,76500,30,0.3195,2021-07-27,2024-01-27,Electronics,C,0.32,30,3734.64,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,30,3734.64,149.38
L002050,APP0051613,C010921,Consumer Loan,68600,35,0.2894,2021-07-27,2024-06-27,Electronics,B,0.48,35,2924.42,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,35,2924.42,116.98
L002051,APP0057406,C004687,Consumer Loan,97200,26,0.3104,2021-07-27,2023-09-27,General Purpose,A,0.44,26,5181.83,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,26,5181.83,414.56
L002052,APP0062130,C008769,Personal Loan,55100,24,0.2822,2021-07-27,2023-07-27,General Purpose,C,0.38,24,3030.54,FALSE,,,Written Off,TRUE,2023-08-01,TRUE,2023-08-26,3030.45,FALSE,,0,FALSE,,,,24,3030.54,181.83
L002053,APP0001829,C010096,Personal Loan,60500,16,0.2793,2021-07-28,2022-11-28,General Purpose,B,0.18,16,4572.26,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,16,4572.26,0
L002054,APP0002496,C007860,Personal Loan,48700,21,0.2638,2021-07-28,2023-04-28,Travel,B,0.19,21,2920.34,FALSE,,,Written Off,TRUE,2022-01-02,TRUE,2022-01-27,41955.91,FALSE,,0,FALSE,,,,21,2920.34,116.82
L002055,APP0007707,C000844,Personal Loan,55800,30,0.2669,2021-07-28,2024-01-28,General Purpose,B,0.3,30,2568.91,FALSE,,,Written Off,TRUE,2022-01-02,TRUE,2022-01-27,51427.81,FALSE,,0,FALSE,,,,30,2568.91,0
L002056,APP0018319,C008127,Consumer Loan,48200,28,0.2738,2021-07-28,2023-11-28,Electronics,A,0.16,28,2348.39,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,28,2348.39,46.97
L002057,APP0024947,C007897,Personal Loan,169500,42,0.2711,2021-07-28,2025-01-28,Medical,A,0.14,42,6290.89,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,42,6290.89,503.28
L002058,APP0031284,C002207,Personal Loan,44300,44,0.2812,2021-07-28,2025-03-28,Home Improvement,B,0.4,44,1624.29,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,44,1624.29,194.94
L002059,APP0034787,C006154,Consumer Loan,20300,36,0.2869,2021-07-28,2024-07-28,Appliances,C,0.1,36,847.27,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-05-13,12696.72,0.26,36,847.27,101.7
L002060,APP0044063,C002201,Consumer Loan,141100,36,0.2899,2021-07-28,2024-07-28,Furniture,B,0.46,36,5912.13,FALSE,,,Written Off,TRUE,2021-09-02,TRUE,2021-09-27,144508.74,FALSE,,0,FALSE,,,,36,5912.13,0
L002061,APP0053330,C003771,Consumer Loan,128300,24,0.293,2021-07-28,2023-07-28,General Purpose,B,0.37,24,7127.47,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,24,7127.47,285.1
L002062,APP0054321,C009044,Personal Loan,43600,22,0.2542,2021-07-28,2023-05-28,Home Improvement,A,0.33,22,2499.9,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,22,2499.9,150
L002063,APP0059884,C004044,Personal Loan,27300,41,0.3036,2021-07-28,2024-12-28,General Purpose,A,0.45,41,1077.54,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,41,1077.54,21.55
L002064,APP0066418,C005655,Personal Loan,158500,33,0.272,2021-07-28,2024-04-28,Home Improvement,B,0.46,33,6873.04,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,33,6873.04,549.84
L002065,APP0074323,C007949,Consumer Loan,134100,35,0.3286,2021-07-28,2024-06-28,General Purpose,C,0.48,35,6004.82,FALSE,,,Written Off,TRUE,2022-09-02,TRUE,2022-09-27,110348.59,TRUE,2022-04-07,1,FALSE,,,,50,4582.92,543.62
L002066,APP0007320,C010035,Consumer Loan,86000,22,0.3293,2021-07-29,2023-05-29,Furniture,B,0.42,22,5258.92,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,22,5258.92,105.18
L002067,APP0010458,C009785,Consumer Loan,122100,8,0.298,2021-07-29,2022-03-29,Furniture,A,0.31,8,17016.86,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,8,17016.86,680.68
L002068,APP0012004,C003562,Personal Loan,164700,44,0.2847,2021-07-29,2025-03-29,Education,B,0.22,44,6071.3,FALSE,,,Written Off,TRUE,2021-10-04,TRUE,2021-10-29,166392.38,FALSE,,0,FALSE,,,,44,6071.3,121.43
L002069,APP0030672,C009274,Small Business Loan,168600,24,0.2713,2021-07-29,2023-07-29,Equipment Purchase,B,0.36,24,9179.62,TRUE,213417.72,Business Asset / Property,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,24,9179.62,367.18
L002070,APP0031614,C010258,Personal Loan,112500,22,0.2789,2021-07-29,2023-05-29,Medical,A,0.15,22,6589.85,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-03-10,1,FALSE,,,,37,1295.85,327.64
L002071,APP0042427,C007071,Personal Loan,71900,11,0.3077,2021-07-29,2022-06-29,Home Improvement,B,0.47,11,7584.36,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,11,7584.36,151.69
L002072,APP0051153,C003969,Personal Loan,57700,43,0.2823,2021-07-29,2025-02-28,General Purpose,B,0.39,43,2147.54,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,43,2147.54,214.75
L002073,APP0052312,C000878,Personal Loan,173500,30,0.2767,2021-07-29,2024-01-29,General Purpose,C,0.5,30,8076.31,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-09-13,130453.81,0.25,30,8076.31,0
L002074,APP0064078,C002036,Consumer Loan,139100,36,0.3112,2021-07-29,2024-07-29,General Purpose,C,0.35,36,5990.67,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-11-13,78037.81,0.22,36,5990.67,479.24
L002075,APP0000457,C001586,Personal Loan,26900,45,0.3097,2021-07-30,2025-04-30,Travel,B,0.02,45,1017.51,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2021-11-09,1,FALSE,,,,61,866.15,175
L002076,APP0009687,C000098,Personal Loan,297100,27,0.2899,2021-07-30,2023-10-30,Education,B,0.4,27,15107.67,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,27,15107.67,1208.6
L002077,APP0029481,C002024,Personal Loan,219100,47,0.2903,2021-07-30,2025-06-30,General Purpose,B,0.31,47,7854.16,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,47,7854.16,942.48
L002078,APP0032880,C005250,Consumer Loan,69200,29,0.2996,2021-07-30,2023-12-30,Furniture,D,0.5,29,3381.81,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2023-03-10,1,TRUE,2024-02-12,13492.51,0.34,45,1561.5,598.4
L002079,APP0038867,C000185,Consumer Loan,62700,33,0.3184,2021-07-30,2024-04-30,Electronics,B,0.34,33,2875.26,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,33,2875.26,230.04
L002080,APP0041536,C001160,Personal Loan,28900,20,0.2802,2021-07-30,2023-03-30,Medical,B,0.05,20,1825.08,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-11-14,20769.82,0.22,20,1825.08,36.5
L002081,APP0065550,C001395,Personal Loan,83100,36,0.2977,2021-07-30,2024-07-30,General Purpose,B,0.2,36,3517.27,FALSE,,,Written Off,TRUE,2022-10-05,TRUE,2022-10-30,62601.68,FALSE,,0,FALSE,,,,36,3517.27,351.75
L002082,APP0012697,C010574,Consumer Loan,112600,20,0.3004,2021-07-31,2023-03-31,Appliances,B,0.28,20,7225.24,FALSE,,,Written Off,TRUE,2021-09-05,TRUE,2021-09-30,115418.75,FALSE,,0,FALSE,,,,20,7225.24,0
L002083,APP0021591,C006233,Consumer Loan,31700,27,0.3127,2021-07-31,2023-10-31,Furniture,B,0.4,27,1649.76,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,27,1649.76,99
L002084,APP0029792,C005951,Consumer Loan,47400,28,0.3181,2021-07-31,2023-11-30,Appliances,B,0.3,28,2419.47,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,28,2419.47,145.17
L002085,APP0043216,C005291,Personal Loan,123800,39,0.2557,2021-07-31,2024-10-31,Education,B,0.13,39,4705.81,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,39,4705.81,188.24
L002086,APP0059352,C009076,Consumer Loan,21200,22,0.3155,2021-07-31,2023-05-31,Electronics,B,0.5,22,1281.32,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,22,1281.32,25.63
L002087,APP0000888,C007232,Consumer Loan,20400,20,0.3199,2021-08-01,2023-04-01,General Purpose,B,0.04,20,1329.19,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,20,1329.19,159.48
L002088,APP0007458,C004155,Personal Loan,63800,25,0.2812,2021-08-01,2023-09-01,General Purpose,C,0.44,25,3401.05,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,25,3401.05,136.04
L002089,APP0013161,C003319,Consumer Loan,61100,19,0.3176,2021-08-01,2023-03-01,General Purpose,B,0.3,19,4133.33,FALSE,,,Written Off,TRUE,2023-02-06,TRUE,2023-03-03,8160.04,FALSE,,0,FALSE,,,,19,4133.33,744.03
L002090,APP0013641,C005422,Personal Loan,93800,35,0.2778,2021-08-01,2024-07-01,Home Improvement,B,0.12,35,3940.06,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2023-09-16,27239.52,0.28,35,3940.06,157.6
L002091,APP0020478,C003062,Personal Loan,124300,31,0.2533,2021-08-01,2024-03-01,General Purpose,A,0.11,31,5504.34,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,31,5504.34,550.45
L002092,APP0022934,C000763,Consumer Loan,65200,36,0.2943,2021-08-01,2024-08-01,Appliances,B,0.15,36,2747.53,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-02-16,45224.38,0.24,36,2747.53,164.85
L002093,APP0042152,C001275,Consumer Loan,39100,9,0.3004,2021-08-01,2022-05-01,Appliances,B,0.48,9,4906.14,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-04-16,6980.34,0.26,9,4906.14,0
L002094,APP0044240,C009796,Personal Loan,143200,46,0.3065,2021-08-01,2025-06-01,Home Improvement,A,0.14,46,5327.34,FALSE,,,Settled,FALSE,,FALSE,,,TRUE,2022-10-11,1,TRUE,2022-12-16,81664.59,0.29,64,4117.09,0
L002095,APP0046950,C001187,Personal Loan,102300,48,0.3022,2021-08-01,2025-08-01,General Purpose,B,0.27,48,3696.51,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,48,3696.51,517.51
L002096,APP0052869,C002418,Personal Loan,219500,41,0.3034,2021-08-01,2025-01-01,General Purpose,B,0.5,41,8661.28,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-11-16,153543.02,0.28,41,8661.28,0
L002097,APP0053047,C003268,Auto Loan,366600,22,0.2377,2021-08-01,2023-06-01,Used Vehicle Purchase,B,0.49,22,20719.33,TRUE,447073.17,Vehicle,Written Off,TRUE,2022-04-06,TRUE,2022-05-01,271891.39,FALSE,,0,FALSE,,,,22,20719.33,414.39
L002098,APP0008043,C002044,Personal Loan,222000,46,0.2699,2021-08-02,2025-06-02,Medical,A,0.36,46,7795.22,FALSE,,,Current,FALSE,,FALSE,,,TRUE,2022-11-12,1,FALSE,,,,61,6062.74,623.6
L002099,APP0011363,C010355,Consumer Loan,130400,23,0.2741,2021-08-02,2023-07-02,Electronics,B,0.49,23,7351.71,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2023-07-12,1,FALSE,,,,41,0,294.06
L002100,APP0013775,C001563,Personal Loan,181800,34,0.3093,2021-08-02,2024-06-02,Home Improvement,A,0.34,34,8092.35,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,34,8092.35,0
L002101,APP0015359,C009739,Personal Loan,115900,46,0.2867,2021-08-02,2025-06-02,Home Improvement,B,0.35,46,4179.89,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2021-09-12,1,FALSE,,,,61,3611.13,433.32
L002102,APP0019590,C000150,Consumer Loan,34000,17,0.2774,2021-08-02,2023-01-02,Electronics,B,0.29,17,2441.39,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,17,2441.39,97.66
L002103,APP0037302,C010237,Personal Loan,69000,29,0.2479,2021-08-02,2024-01-02,Home Improvement,A,0.13,29,3186.54,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,3186.54,127.46
L002104,APP0050107,C003679,Consumer Loan,26500,15,0.2892,2021-08-02,2022-11-02,General Purpose,A,0.26,15,2126.17,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2022-09-12,1,FALSE,,,,22,512.61,42.52
L002105,APP0079461,C003805,Personal Loan,36600,34,0.2675,2021-08-02,2024-06-02,Education,B,0.38,34,1546.86,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,34,1546.86,92.82
L002106,APP0001620,C006167,Consumer Loan,101300,20,0.2844,2021-08-03,2023-04-03,Appliances,B,0.14,20,6418.58,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,20,6418.58,256.74
L002107,APP0014162,C006888,Consumer Loan,61600,11,0.3073,2021-08-03,2022-07-03,General Purpose,B,0.48,11,6496.65,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,11,6496.65,0
L002108,APP0017581,C001857,Personal Loan,190000,11,0.2946,2021-08-03,2022-07-03,Education,A,0.32,11,19919.72,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,11,19919.72,398.39
L002109,APP0020593,C007804,Personal Loan,226200,32,0.2778,2021-08-03,2024-04-03,Medical,C,0.33,32,10085.29,FALSE,,,Written Off,TRUE,2023-10-08,TRUE,2023-11-02,65981.5,FALSE,,0,FALSE,,,,32,10085.29,0
L002110,APP0025418,C004681,Personal Loan,51500,23,0.2716,2021-08-03,2023-07-03,Medical,B,0.16,23,2896.97,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,23,2896.97,463.52
L002111,APP0031960,C007660,Consumer Loan,17300,6,0.3159,2021-08-03,2022-02-03,Appliances,A,0.09,6,3154.75,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,6,3154.75,0
L002112,APP0038425,C002767,Personal Loan,32100,27,0.2968,2021-08-03,2023-11-03,Travel,B,0.15,27,1643.83,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,27,1643.83,65.76
L002113,APP0040216,C005351,Consumer Loan,97900,12,0.3192,2021-08-03,2022-08-03,Furniture,C,0.46,12,9636.69,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2022-05-13,1,FALSE,,,,24,2242.2,712.71
L002114,APP0041727,C005802,Personal Loan,47300,7,0.2995,2021-08-03,2022-03-03,Medical,B,0.5,7,7448.35,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,7,7448.35,0
L002115,APP0000328,C002317,Personal Loan,70500,19,0.2987,2021-08-04,2023-03-04,General Purpose,A,0.18,19,4702.02,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,19,4702.02,282.12
L002116,APP0002949,C003176,Personal Loan,204400,35,0.2778,2021-08-04,2024-07-04,Medical,B,0.19,35,8585.8,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2022-06-14,1,FALSE,,,,49,6336.03,1537.2
L002117,APP0009163,C003937,Consumer Loan,47500,30,0.2905,2021-08-04,2024-02-04,Furniture,A,0.36,30,2245.55,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-09-19,42018.57,0.12,30,2245.55,0
L002118,APP0009771,C003762,Personal Loan,162200,20,0.3071,2021-08-04,2023-04-04,General Purpose,B,0.38,20,10462.9,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-03-19,84549.6,0.31,20,10462.9,418.52
L002119,APP0011751,C004251,Personal Loan,241500,21,0.297,2021-08-04,2023-05-04,Home Improvement,B,0.41,21,14884.91,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,21,14884.91,297.7
L002120,APP0014177,C004443,Personal Loan,37400,22,0.2798,2021-08-04,2023-06-04,Home Improvement,C,0.18,22,2192.46,FALSE,,,Written Off,TRUE,2022-02-09,TRUE,2022-03-06,31193.54,FALSE,,0,FALSE,,,,22,2192.46,43.85
L002121,APP0043662,C007431,Personal Loan,247000,36,0.2836,2021-08-04,2024-08-04,Medical,A,0.37,36,10264.91,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,36,10264.91,410.6
L002122,APP0056039,C010262,Consumer Loan,13500,27,0.3219,2021-08-04,2023-11-04,Appliances,C,0.34,27,709.13,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-09-19,9263.76,0.31,27,709.13,0
L002123,APP0002617,C009560,Personal Loan,69200,41,0.2803,2021-08-05,2025-01-05,Home Improvement,C,0.36,41,2641.29,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-01-20,56143.6,0.14,41,2641.29,105.66
L002124,APP0005078,C004583,Personal Loan,107700,21,0.3088,2021-08-05,2023-05-05,Travel,A,0.25,21,6702.67,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,21,6702.67,134.05
L002125,APP0006166,C009772,Personal Loan,70700,7,0.309,2021-08-05,2022-03-05,Travel,A,0.18,7,11166.73,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,7,11166.73,0
L002126,APP0032197,C004678,Consumer Loan,79900,34,0.3048,2021-08-05,2024-06-05,Appliances,B,0.49,34,3536.96,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,34,3536.96,919.62
L002127,APP0037128,C001687,Personal Loan,57300,16,0.2576,2021-08-05,2022-12-05,Medical,B,0.46,16,4269.34,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2022-03-20,33538.3,0.12,16,4269.34,341.56
L002128,APP0037995,C006294,Personal Loan,77200,19,0.2549,2021-08-05,2023-03-05,Education,A,0.14,19,4980.52,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,19,4980.52,298.83
L002129,APP0040368,C010415,Personal Loan,30900,8,0.2826,2021-08-05,2022-04-05,Travel,A,0.31,8,4282.94,FALSE,,,Settled,FALSE,,FALSE,,,FALSE,,0,TRUE,2021-10-20,17963.15,0.34,8,4282.94,0
L002130,APP0068041,C009409,Personal Loan,44500,42,0.3016,2021-08-05,2025-02-05,Travel,C,0.38,42,1727.45,FALSE,,,Cured,FALSE,,FALSE,,,TRUE,2024-02-15,1,FALSE,,,,50,1137.2,190.56
L002131,APP0069547,C006349,Personal Loan,223500,21,0.2703,2021-08-05,2023-05-05,General Purpose,B,0.44,21,13474.98,FALSE,,,Written Off,TRUE,2022-05-10,TRUE,2022-06-04,153792.5,FALSE,,0,FALSE,,,,21,13474.98,808.5
L002132,APP0071257,C001263,Personal Loan,135400,45,0.2992,2021-08-05,2025-05-05,Medical,C,0.5,45,5039.81,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,45,5039.81,302.4
L002133,APP0003753,C010340,Personal Loan,88900,46,0.269,2021-08-06,2025-06-06,Medical,B,0.16,46,3117.1,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,46,3117.1,187.02
L002134,APP0015007,C006809,Consumer Loan,132000,34,0.2984,2021-08-06,2024-06-06,Furniture,A,0.13,34,5797.45,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,34,5797.45,579.75
L002135,APP0021316,C003947,Consumer Loan,114800,25,0.2834,2021-08-06,2023-09-06,Electronics,B,0.34,25,6132.71,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,25,6132.71,245.3
L002136,APP0026966,C006296,Personal Loan,70300,45,0.3065,2021-08-06,2025-05-06,Travel,A,0.29,45,2646.16,FALSE,,,Written Off,TRUE,2023-01-11,TRUE,2023-02-05,55118.21,FALSE,,0,FALSE,,,,45,2646.16,211.68
L002137,APP0031377,C002159,Consumer Loan,50900,35,0.2968,2021-08-06,2024-07-06,General Purpose,B,0.06,35,2190.3,FALSE,,,Delinquent,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,35,2190.3,43.81
L002138,APP0048841,C010936,Personal Loan,279100,32,0.2761,2021-08-06,2024-04-06,Education,A,0.29,32,12418.79,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,32,12418.79,0
L002139,APP0069864,C008852,Personal Loan,20800,18,0.2673,2021-08-06,2023-02-06,Travel,B,0.46,18,1415.31,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,18,1415.31,56.62
L002140,APP0018222,C007060,Personal Loan,157500,14,0.2787,2021-08-07,2022-10-07,Medical,B,0.29,14,13306.92,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,14,13306.92,532.28
L002141,APP0026544,C004583,Personal Loan,143600,37,0.2653,2021-08-07,2024-09-07,Education,B,0.48,37,5722.96,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,37,5722.96,228.92
L002142,APP0036582,C004156,Consumer Loan,40700,29,0.2915,2021-08-07,2024-01-07,General Purpose,B,0.17,29,1971.65,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,TRUE,2021-11-17,1,FALSE,,,,39,1582.03,71.07
L002143,APP0040883,C007941,Consumer Loan,118200,29,0.3055,2021-08-07,2024-01-07,Appliances,B,0.42,29,5813.34,FALSE,,,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,29,5813.34,348.81
L002144,APP0051194,C008167,Consumer Loan,129400,29,0.3066,2021-08-07,2024-01-07,Electronics,D,0.38,29,6371.72,FALSE,,,Written Off,TRUE,2022-04-12,TRUE,2022-05-07,108938.52,FALSE,,0,FALSE,,,,29,6371.72,382.29
L002145,APP0000624,C003343,Auto Loan,1197900,48,0.2563,2021-08-08,2025-08-08,New Vehicle Purchase,B,0.49,48,40141,TRUE,1345955.06,Vehicle,Closed - Fully Paid,FALSE,,FALSE,,,FALSE,,0,FALSE,,,,48,40141,3211.28
