collateral_id,loan_id,collateral_type,value_at_origination,valuation_date,current_estimated_value,collateral_status,repossession_date,liquidation_date,gross_sale_proceeds,liquidation_costs,net_recovery
COLL004320,L004320,Vehicle,208666.67,2022-02-28,208666.67,Pledged,,,,,
COLL004321,L004321,Business Asset / Property,141234.57,2022-02-28,141234.57,Pledged,,,,,
COLL004330,L004330,Business Asset / Property,185057.47,2022-05-01,157298.85,Liquidated,2022-07-12,2022-08-22,134823.98,9392.54,125431.44
COLL004334,L004334,Business Asset / Property,298421.05,2022-03-01,253657.89,Liquidated,2022-05-06,2022-06-15,169423.75,8585.11,160838.64
COLL004338,L004338,Vehicle,780845.07,2022-03-02,780845.07,Pledged,,,,,
COLL004342,L004342,Vehicle,390227.27,2022-03-02,390227.27,Pledged,,,,,
COLL004358,L004358,Business Asset / Property,356022.73,2022-03-03,356022.73,Pledged,,,,,
COLL004370,L004370,Business Asset / Property,208250,2022-03-04,208250,Released,,,,,
COLL004374,L004374,Vehicle,255616.44,2025-02-04,255616.44,Pledged,,,,,
COLL004407,L004407,Business Asset / Property,169868.42,2022-03-08,144388.16,Liquidated,2026-02-16,2026-03-27,144360.77,5000.3,139360.47
COLL004415,L004415,Business Asset / Property,540138.89,2022-03-08,540138.89,Pledged,,,,,
COLL004425,L004425,Business Asset / Property,233863.64,2022-03-09,233863.64,Pledged,,,,,
COLL004461,L004461,Vehicle,1043066.67,2022-03-13,1043066.67,Pledged,,,,,
COLL004499,L004499,Vehicle,197594.94,2022-03-16,197594.94,Pledged,,,,,
COLL004572,L004572,Business Asset / Property,169625,2022-03-24,169625,Pledged,,,,,
COLL004581,L004581,Vehicle,309078.95,2024-02-25,309078.95,Pledged,,,,,
COLL004598,L004598,Business Asset / Property,278732.39,2022-03-26,278732.39,Pledged,,,,,
COLL004599,L004599,Business Asset / Property,219156.63,2022-03-26,186283.14,Liquidated,2024-02-01,2024-02-19,177792.09,11657.81,166134.28
COLL004601,L004601,Vehicle,299878.05,2022-03-27,299878.05,Released,,,,,
COLL004602,L004602,Vehicle,505402.3,2022-03-27,505402.3,Pledged,,,,,
COLL004603,L004603,Vehicle,447325.58,2023-10-27,447325.58,Pledged,,,,,
COLL004608,L004608,Vehicle,338181.82,2022-03-28,338181.82,Released,,,,,
COLL004639,L004639,Business Asset / Property,142972.97,2022-03-30,142972.97,Pledged,,,,,
COLL004640,L004640,Business Asset / Property,91411.76,2022-03-30,91411.76,Pledged,,,,,
COLL004643,L004643,Vehicle,918375,2022-03-31,918375,Pledged,,,,,
COLL004666,L004666,Vehicle,388571.43,2022-04-01,388571.43,Released,,,,,
COLL004668,L004668,Vehicle,265909.09,2022-04-01,265909.09,Released,,,,,
COLL004670,L004670,Vehicle,272439.02,2022-04-01,272439.02,Released,,,,,
COLL004682,L004682,Vehicle,253977.27,2022-04-03,253977.27,Released,,,,,
COLL004730,L004730,Business Asset / Property,1387976.19,2022-04-08,1387976.19,Released,,,,,
COLL004737,L004737,Business Asset / Property,62093.02,2022-04-08,62093.02,Pledged,,,,,
COLL004751,L004751,Business Asset / Property,355185.19,2022-04-09,355185.19,Released,,,,,
COLL004764,L004764,Vehicle,366891.89,2022-04-11,366891.89,Pledged,,,,,
COLL004766,L004766,Business Asset / Property,781839.08,2022-04-11,781839.08,Pledged,,,,,
COLL004768,L004768,Business Asset / Property,835125,2022-04-12,835125,Pledged,,,,,
COLL004770,L004770,Vehicle,461875,2022-04-12,461875,Pledged,,,,,
COLL004772,L004772,Vehicle,575526.32,2022-04-12,575526.32,Pledged,,,,,
COLL004776,L004776,Vehicle,889101.12,2022-08-13,889101.12,Pledged,,,,,
COLL004789,L004789,Vehicle,266904.76,2022-04-15,266904.76,Pledged,,,,,
COLL004800,L004800,Business Asset / Property,278571.43,2022-10-16,236785.72,Liquidated,2024-12-30,2025-01-14,215199.76,6698.63,208501.13
COLL004824,L004824,Vehicle,245333.33,2022-04-19,208533.33,Liquidated,2022-12-07,2023-01-11,150517.42,7030.36,143487.06
COLL004828,L004828,Business Asset / Property,314642.86,2022-04-19,267446.43,Liquidated,2022-09-01,2022-10-14,255779.81,12873.75,242906.06
COLL004832,L004832,Business Asset / Property,1403289.47,2022-04-20,1403289.47,Pledged,,,,,
COLL004873,L004873,Vehicle,376136.36,2022-04-25,376136.36,Pledged,,,,,
COLL004876,L004876,Business Asset / Property,224235.29,2022-04-26,224235.29,Pledged,,,,,
COLL004898,L004898,Vehicle,431136.36,2022-04-28,431136.36,Pledged,,,,,
COLL004923,L004923,Vehicle,450985.92,2022-04-30,450985.92,Pledged,,,,,
COLL004924,L004924,Business Asset / Property,502705.88,2022-04-30,502705.88,Pledged,,,,,
COLL004941,L004941,Vehicle,312891.57,2022-05-01,312891.57,Pledged,,,,,
COLL004949,L004949,Business Asset / Property,562179.49,2022-05-02,562179.49,Released,,,,,
COLL004955,L004955,Vehicle,227750,2022-05-02,227750,Pledged,,,,,
COLL004980,L004980,Vehicle,588863.64,2022-05-06,588863.64,Pledged,,,,,
COLL005001,L005001,Business Asset / Property,243205.13,2022-05-08,243205.13,Released,,,,,
COLL005003,L005003,Vehicle,378764.04,2022-05-09,378764.04,Pledged,,,,,
COLL005004,L005004,Vehicle,782638.89,2022-06-09,782638.89,Released,,,,,
COLL005032,L005032,Vehicle,526463.41,2022-05-12,447493.9,Liquidated,2023-12-17,2024-01-26,370285.68,13307.52,356978.16
COLL005037,L005037,Business Asset / Property,1061944.44,2022-05-13,1061944.44,Pledged,,,,,
COLL005042,L005042,Business Asset / Property,278873.24,2024-05-13,278873.24,Pledged,,,,,
COLL005046,L005046,Business Asset / Property,119487.18,2026-02-13,119487.18,Pledged,,,,,
COLL005075,L005075,Vehicle,657837.84,2022-05-17,657837.84,Pledged,,,,,
COLL005079,L005079,Business Asset / Property,455238.1,2022-05-17,455238.1,Pledged,,,,,
COLL005095,L005095,Vehicle,361625,2022-05-19,307381.25,Liquidated,2022-08-01,2022-09-12,250825.69,10049.12,240776.57
COLL005161,L005161,Business Asset / Property,205384.62,2022-05-26,205384.62,Pledged,,,,,
COLL005172,L005172,Business Asset / Property,165185.19,2022-05-27,165185.19,Pledged,,,,,
COLL005174,L005174,Vehicle,210416.67,2023-07-27,210416.67,Pledged,,,,,
COLL005183,L005183,Vehicle,520000,2024-04-28,520000,Pledged,,,,,
COLL005185,L005185,Vehicle,386944.44,2022-05-28,386944.44,Pledged,,,,,
COLL005187,L005187,Business Asset / Property,70795.45,2023-02-28,70795.45,Pledged,,,,,
COLL005193,L005193,Business Asset / Property,92125,2022-05-29,92125,Released,,,,,
COLL005246,L005246,Business Asset / Property,94096.39,2022-06-03,79981.93,Liquidated,2022-10-13,2022-11-12,66235.49,3992.41,62243.08
COLL005267,L005267,Vehicle,441549.3,2022-06-05,441549.3,Released,,,,,
COLL005270,L005270,Business Asset / Property,560000,2022-06-05,560000,Pledged,,,,,
COLL005272,L005272,Business Asset / Property,71518.99,2022-06-06,71518.99,Pledged,,,,,
COLL005284,L005284,Vehicle,270547.95,2022-06-07,270547.95,Pledged,,,,,
COLL005288,L005288,Business Asset / Property,410945.95,2022-06-08,410945.95,Pledged,,,,,
COLL005292,L005292,Vehicle,213678.16,2022-06-08,213678.16,Released,,,,,
COLL005321,L005321,Business Asset / Property,397228.92,2022-06-11,397228.92,Pledged,,,,,
COLL005324,L005324,Vehicle,209302.33,2022-06-11,209302.33,Pledged,,,,,
COLL005357,L005357,Business Asset / Property,260714.29,2022-06-14,221607.15,Liquidated,2022-09-18,2022-10-27,220590.46,13563.25,207027.21
COLL005376,L005376,Business Asset / Property,318051.95,2022-06-16,318051.95,Pledged,,,,,
COLL005393,L005393,Vehicle,535454.55,2022-06-17,535454.55,Pledged,,,,,
COLL005409,L005409,Vehicle,339295.77,2022-06-19,339295.77,Pledged,,,,,
COLL005413,L005413,Business Asset / Property,86506.02,2022-06-20,86506.02,Pledged,,,,,
COLL005428,L005428,Vehicle,223292.68,2022-06-22,223292.68,Pledged,,,,,
COLL005447,L005447,Vehicle,317931.03,2022-06-25,317931.03,Pledged,,,,,
COLL005474,L005474,Business Asset / Property,104500,2022-06-28,104500,Pledged,,,,,
COLL005489,L005489,Vehicle,1051604.94,2022-06-29,1051604.94,Pledged,,,,,
COLL005494,L005494,Vehicle,663648.65,2022-06-30,663648.65,Pledged,,,,,
COLL005531,L005531,Vehicle,542159.09,2022-07-04,460835.23,Liquidated,2023-01-16,2023-02-13,411619.91,13470.01,398149.9
COLL005541,L005541,Vehicle,293866.67,2022-07-05,293866.67,Pledged,,,,,
COLL005574,L005574,Vehicle,793950.62,2022-07-09,793950.62,Pledged,,,,,
COLL005579,L005579,Vehicle,530731.71,2024-07-10,530731.71,Pledged,,,,,
COLL005615,L005615,Vehicle,179444.44,2022-07-14,179444.44,Pledged,,,,,
COLL005633,L005633,Vehicle,177444.44,2022-07-15,177444.44,Pledged,,,,,
COLL005638,L005638,Business Asset / Property,314400,2022-07-16,314400,Pledged,,,,,
COLL005666,L005666,Vehicle,371494.25,2022-07-21,371494.25,Pledged,,,,,
COLL005679,L005679,Business Asset / Property,70843.37,2022-07-22,70843.37,Pledged,,,,,
COLL005689,L005689,Vehicle,595617.98,2022-07-24,595617.98,Released,,,,,
COLL005691,L005691,Vehicle,225696.2,2022-07-24,225696.2,Pledged,,,,,
COLL005695,L005695,Business Asset / Property,315675.68,2022-07-25,315675.68,Pledged,,,,,
COLL005704,L005704,Vehicle,507108.43,2022-07-26,431042.17,Liquidated,2025-07-04,2025-08-14,399760.26,24835.02,374925.24
COLL005707,L005707,Vehicle,563380.28,2023-10-26,563380.28,Pledged,,,,,
COLL005709,L005709,Vehicle,317638.89,2022-07-27,317638.89,Pledged,,,,,
COLL005716,L005716,Business Asset / Property,186190.48,2022-07-27,186190.48,Pledged,,,,,
COLL005728,L005728,Vehicle,366250,2022-07-29,366250,Pledged,,,,,
COLL005744,L005744,Vehicle,220400,2022-07-31,220400,Pledged,,,,,
COLL005790,L005790,Vehicle,386363.64,2022-08-07,386363.64,Pledged,,,,,
COLL005791,L005791,Vehicle,198750,2022-08-07,198750,Released,,,,,
COLL005819,L005819,Vehicle,203529.41,2022-08-10,203529.41,Pledged,,,,,
COLL005823,L005823,Vehicle,202771.08,2022-08-11,202771.08,Released,,,,,
COLL005831,L005831,Business Asset / Property,78125,2022-08-12,78125,Pledged,,,,,
COLL005849,L005849,Vehicle,398441.56,2022-08-14,398441.56,Pledged,,,,,
COLL005862,L005862,Business Asset / Property,368372.09,2022-08-15,368372.09,Pledged,,,,,
COLL005889,L005889,Business Asset / Property,139555.56,2022-08-19,139555.56,Pledged,,,,,
COLL005933,L005933,Vehicle,298354.43,2022-08-25,298354.43,Pledged,,,,,
COLL005942,L005942,Business Asset / Property,116250,2022-08-26,98812.5,Liquidated,2023-07-15,2023-07-30,97812.51,5816.96,91995.55
COLL005946,L005946,Vehicle,1686962.03,2022-08-27,1433917.73,Liquidated,2025-06-11,2025-07-06,1002500.48,37573.36,964927.12
COLL005949,L005949,Business Asset / Property,205287.36,2022-08-27,205287.36,Released,,,,,
COLL005956,L005956,Vehicle,392179.49,2022-08-28,333352.57,Liquidated,2025-01-10,2025-02-13,245526.62,18696.37,226830.25
COLL005960,L005960,Vehicle,304657.53,2022-08-29,304657.53,Pledged,,,,,
COLL005982,L005982,Vehicle,419736.84,2022-09-01,419736.84,Pledged,,,,,
COLL005993,L005993,Vehicle,187272.73,2022-09-02,159181.82,Liquidated,2022-11-12,2022-12-07,126975.93,9072.78,117903.15
COLL006016,L006016,Vehicle,561358.02,2023-06-04,561358.02,Pledged,,,,,
COLL006022,L006022,Business Asset / Property,179459.46,2026-04-06,179459.46,Pledged,,,,,
COLL006027,L006027,Vehicle,338289.47,2024-05-06,338289.47,Pledged,,,,,
COLL006033,L006033,Business Asset / Property,123333.33,2023-01-07,104833.33,Liquidated,2023-05-19,2023-06-07,75001.9,3277.6,71724.3
COLL006043,L006043,Business Asset / Property,130609.76,2022-09-09,130609.76,Pledged,,,,,
COLL006091,L006091,Business Asset / Property,85945.95,2022-09-14,85945.95,Pledged,,,,,
COLL006102,L006102,Business Asset / Property,109506.17,2022-09-14,93080.24,Liquidated,2023-08-25,2023-09-19,60825.24,4443.64,56381.6
COLL006113,L006113,Vehicle,316621.62,2022-09-15,316621.62,Released,,,,,
COLL006125,L006125,Business Asset / Property,78674.7,2022-09-16,78674.7,Pledged,,,,,
COLL006134,L006134,Business Asset / Property,146265.06,2022-09-16,146265.06,Pledged,,,,,
COLL006151,L006151,Vehicle,670400,2022-09-18,670400,Pledged,,,,,
COLL006161,L006161,Vehicle,603707.87,2022-09-19,513151.69,Liquidated,2023-09-07,2023-09-25,372364.6,16814.39,355550.21
COLL006178,L006178,Vehicle,945657.89,2022-09-21,945657.89,Pledged,,,,,
COLL006216,L006216,Business Asset / Property,330602.41,2022-09-25,330602.41,Pledged,,,,,
COLL006230,L006230,Business Asset / Property,110714.29,2022-09-27,110714.29,Pledged,,,,,
COLL006240,L006240,Business Asset / Property,1260000,2022-09-28,1071000,Liquidated,2023-02-10,2023-03-26,915709.31,48593.73,867115.58
COLL006245,L006245,Business Asset / Property,143552.63,2022-09-28,143552.63,Pledged,,,,,
COLL006296,L006296,Vehicle,332800,2023-02-03,332800,Pledged,,,,,
COLL006311,L006311,Vehicle,260581.4,2022-10-04,260581.4,Pledged,,,,,
COLL006313,L006313,Vehicle,793461.54,2022-10-05,793461.54,Pledged,,,,,
COLL006321,L006321,Business Asset / Property,514444.44,2022-10-06,514444.44,Pledged,,,,,
COLL006323,L006323,Business Asset / Property,277647.06,2022-10-06,277647.06,Pledged,,,,,
COLL006337,L006337,Business Asset / Property,307534.25,2022-10-07,307534.25,Pledged,,,,,
COLL006349,L006349,Vehicle,364117.65,2022-10-08,364117.65,Released,,,,,
COLL006370,L006370,Business Asset / Property,329305.56,2022-10-10,329305.56,Pledged,,,,,
COLL006389,L006389,Business Asset / Property,980555.56,2022-10-12,980555.56,Pledged,,,,,
COLL006391,L006391,Vehicle,256125,2022-10-12,256125,Pledged,,,,,
COLL006392,L006392,Business Asset / Property,310000,2023-07-12,310000,Pledged,,,,,
COLL006397,L006397,Business Asset / Property,405119.05,2022-10-12,405119.05,Pledged,,,,,
COLL006401,L006401,Vehicle,217323.94,2022-10-13,217323.94,Pledged,,,,,
COLL006408,L006408,Vehicle,344250,2022-10-13,344250,Pledged,,,,,
COLL006416,L006416,Vehicle,239444.44,2022-10-14,239444.44,Released,,,,,
COLL006434,L006434,Vehicle,261315.79,2022-10-16,222118.42,Liquidated,2025-02-28,2025-03-30,198423.07,14709.48,183713.59
COLL006465,L006465,Vehicle,494597.7,2023-01-19,494597.7,Pledged,,,,,
COLL006467,L006467,Vehicle,395949.37,2022-10-19,336556.96,Liquidated,2024-08-07,2024-09-01,334925.19,17499.07,317426.12
COLL006468,L006468,Business Asset / Property,62325.58,2022-10-19,62325.58,Pledged,,,,,
COLL006470,L006470,Business Asset / Property,570000,2022-10-19,570000,Pledged,,,,,
COLL006479,L006479,Vehicle,408000,2022-12-20,408000,Released,,,,,
COLL006484,L006484,Business Asset / Property,620119.05,2022-10-20,620119.05,Pledged,,,,,
COLL006499,L006499,Business Asset / Property,221428.57,2022-10-22,221428.57,Pledged,,,,,
COLL006500,L006500,Business Asset / Property,197567.57,2022-10-22,197567.57,Pledged,,,,,
COLL006501,L006501,Business Asset / Property,962674.42,2022-10-22,962674.42,Pledged,,,,,
COLL006512,L006512,Vehicle,666216.22,2022-10-23,666216.22,Pledged,,,,,
COLL006525,L006525,Business Asset / Property,180714.29,2022-10-24,180714.29,Released,,,,,
COLL006528,L006528,Business Asset / Property,234494.38,2022-10-24,234494.38,Released,,,,,
COLL006536,L006536,Business Asset / Property,307875,2022-10-25,307875,Pledged,,,,,
COLL006537,L006537,Vehicle,576486.49,2022-11-25,576486.49,Pledged,,,,,
COLL006544,L006544,Business Asset / Property,296447.37,2022-10-25,296447.37,Pledged,,,,,
COLL006556,L006556,Vehicle,772073.17,2022-10-27,772073.17,Pledged,,,,,
COLL006567,L006567,Vehicle,537605.63,2022-10-28,537605.63,Pledged,,,,,
COLL006569,L006569,Vehicle,189761.9,2026-03-28,189761.9,Pledged,,,,,
COLL006618,L006618,Vehicle,194269.66,2022-11-02,194269.66,Pledged,,,,,
COLL006641,L006641,Vehicle,528170.73,2022-11-05,448945.12,Liquidated,2025-03-16,2025-04-09,352063.64,20545,331518.64
COLL006657,L006657,Vehicle,660632.91,2022-11-06,660632.91,Pledged,,,,,
COLL006683,L006683,Business Asset / Property,208888.89,2022-11-07,208888.89,Pledged,,,,,
COLL006710,L006710,Vehicle,292250,2022-11-09,292250,Pledged,,,,,
COLL006720,L006720,Vehicle,622816.9,2022-11-10,622816.9,Released,,,,,
COLL006770,L006770,Business Asset / Property,210777.78,2022-11-15,210777.78,Released,,,,,
COLL006780,L006780,Vehicle,391527.78,2022-11-16,332798.61,Liquidated,2023-11-22,2023-12-13,273423.91,18451.58,254972.33
COLL006809,L006809,Vehicle,980519.48,2022-11-18,980519.48,Pledged,,,,,
COLL006815,L006815,Vehicle,1733452.38,2022-11-19,1733452.38,Pledged,,,,,
COLL006846,L006846,Business Asset / Property,346891.89,2022-11-22,294858.11,Liquidated,2023-04-05,2023-05-20,263088.97,14030.89,249058.08
COLL006861,L006861,Vehicle,198461.54,2022-11-23,198461.54,Pledged,,,,,
COLL006886,L006886,Vehicle,1102432.43,2022-11-26,1102432.43,Pledged,,,,,
COLL006934,L006934,Vehicle,188554.22,2024-04-30,188554.22,Pledged,,,,,
COLL006954,L006954,Business Asset / Property,339125,2022-12-02,339125,Pledged,,,,,
COLL006960,L006960,Vehicle,402666.67,2022-12-02,402666.67,Pledged,,,,,
COLL006972,L006972,Vehicle,1072588.24,2022-12-03,1072588.24,Pledged,,,,,
COLL006975,L006975,Business Asset / Property,223013.7,2022-12-03,223013.7,Pledged,,,,,
COLL006978,L006978,Business Asset / Property,179090.91,2025-04-04,179090.91,Pledged,,,,,
COLL006983,L006983,Business Asset / Property,619178.08,2022-12-04,526301.37,Liquidated,2024-08-09,2024-09-18,367069.25,13837.76,353231.49
COLL007005,L007005,Vehicle,666708.86,2023-02-06,666708.86,Released,,,,,
COLL007014,L007014,Vehicle,273414.63,2022-12-07,273414.63,Pledged,,,,,
COLL007018,L007018,Vehicle,419555.56,2022-12-07,419555.56,Pledged,,,,,
COLL007037,L007037,Vehicle,285411.76,2022-12-09,285411.76,Pledged,,,,,
COLL007063,L007063,Vehicle,1114418.6,2022-12-11,1114418.6,Released,,,,,
COLL007072,L007072,Vehicle,556781.61,2022-12-12,556781.61,Released,,,,,
COLL007078,L007078,Vehicle,458354.43,2022-12-12,458354.43,Pledged,,,,,
COLL007085,L007085,Vehicle,417750,2022-12-13,417750,Pledged,,,,,
COLL007091,L007091,Vehicle,552916.67,2022-12-14,469979.17,Liquidated,2025-05-03,2025-06-15,328515.21,16382.67,312132.54
COLL007126,L007126,Business Asset / Property,61111.11,2022-12-17,61111.11,Pledged,,,,,
COLL007130,L007130,Business Asset / Property,372564.1,2022-12-17,316679.49,Liquidated,2023-12-27,2024-02-08,226878.46,7586.53,219291.93
COLL007133,L007133,Business Asset / Property,237415.73,2022-12-17,237415.73,Pledged,,,,,
COLL007140,L007140,Business Asset / Property,212948.72,2022-12-17,212948.72,Pledged,,,,,
COLL007143,L007143,Business Asset / Property,121600,2026-03-17,121600,Pledged,,,,,
COLL007145,L007145,Business Asset / Property,141976.74,2023-03-18,141976.74,Pledged,,,,,
COLL007154,L007154,Vehicle,318850.57,2022-12-18,318850.57,Pledged,,,,,
COLL007155,L007155,Vehicle,305696.2,2022-12-19,305696.2,Pledged,,,,,
COLL007158,L007158,Business Asset / Property,525616.44,2022-12-19,446773.97,Liquidated,2024-05-28,2024-06-19,315674.85,23084.2,292590.65
COLL007175,L007175,Business Asset / Property,166486.49,2024-05-20,166486.49,Pledged,,,,,
COLL007180,L007180,Vehicle,339534.88,2022-12-21,288604.65,Liquidated,2025-06-07,2025-06-23,283977.01,9525.7,274451.31
COLL007195,L007195,Business Asset / Property,203666.67,2022-12-22,203666.67,Pledged,,,,,
COLL007202,L007202,Vehicle,528481.01,2022-12-23,528481.01,Pledged,,,,,
COLL007264,L007264,Business Asset / Property,85000,2022-12-28,85000,Pledged,,,,,
COLL007302,L007302,Vehicle,238684.21,2023-01-02,238684.21,Pledged,,,,,
COLL007314,L007314,Business Asset / Property,282386.36,2023-01-03,282386.36,Pledged,,,,,
COLL007328,L007328,Business Asset / Property,133255.81,2023-01-04,133255.81,Pledged,,,,,
COLL007333,L007333,Vehicle,394520.55,2023-01-04,394520.55,Pledged,,,,,
COLL007366,L007366,Vehicle,447530.86,2023-01-07,447530.86,Pledged,,,,,
COLL007371,L007371,Business Asset / Property,289615.38,2023-01-07,289615.38,Released,,,,,
COLL007374,L007374,Vehicle,401267.61,2023-01-08,341077.47,Liquidated,2026-01-25,2026-03-06,291515.47,11844.09,279671.38
COLL007383,L007383,Vehicle,571645.57,2023-01-08,571645.57,Released,,,,,
COLL007386,L007386,Vehicle,530555.56,2023-01-09,450972.23,Liquidated,2026-02-27,2026-04-05,440767.53,31091.86,409675.67
COLL007391,L007391,Vehicle,450930.23,2023-01-09,450930.23,Pledged,,,,,
COLL007393,L007393,Vehicle,448194.44,2023-01-09,448194.44,Pledged,,,,,
COLL007401,L007401,Business Asset / Property,131785.71,2023-11-09,131785.71,Pledged,,,,,
COLL007402,L007402,Business Asset / Property,184117.65,2023-01-10,184117.65,Released,,,,,
COLL007415,L007415,Vehicle,237954.55,2023-01-11,237954.55,Pledged,,,,,
COLL007419,L007419,Vehicle,289493.67,2023-01-11,289493.67,Pledged,,,,,
COLL007441,L007441,Business Asset / Property,202409.64,2023-01-13,202409.64,Pledged,,,,,
COLL007464,L007464,Business Asset / Property,184024.39,2023-01-15,184024.39,Pledged,,,,,
COLL007490,L007490,Vehicle,471234.57,2025-11-17,471234.57,Pledged,,,,,
COLL007495,L007495,Vehicle,265066.67,2026-02-17,265066.67,Pledged,,,,,
COLL007509,L007509,Business Asset / Property,458571.43,2023-01-19,458571.43,Released,,,,,
COLL007577,L007577,Vehicle,1043253.01,2023-01-24,1043253.01,Pledged,,,,,
COLL007596,L007596,Vehicle,193529.41,2023-01-25,193529.41,Pledged,,,,,
COLL007598,L007598,Business Asset / Property,557976.19,2023-01-25,557976.19,Released,,,,,
COLL007616,L007616,Vehicle,1416538.46,2023-01-27,1204057.69,Liquidated,2025-01-03,2025-02-11,969245.21,32976.69,936268.52
COLL007617,L007617,Vehicle,372328.77,2023-01-27,316479.45,Liquidated,2025-01-14,2025-02-03,246280.81,16084.75,230196.06
COLL007631,L007631,Vehicle,740795.45,2023-01-28,740795.45,Released,,,,,
COLL007661,L007661,Business Asset / Property,405454.55,2023-01-30,405454.55,Pledged,,,,,
COLL007666,L007666,Vehicle,991267.61,2023-01-31,991267.61,Pledged,,,,,
COLL007674,L007674,Vehicle,385454.55,2023-02-01,385454.55,Pledged,,,,,
COLL007677,L007677,Vehicle,284788.73,2023-02-01,284788.73,Pledged,,,,,
COLL007681,L007681,Business Asset / Property,108378.38,2023-02-02,108378.38,Pledged,,,,,
COLL007722,L007722,Vehicle,422763.16,2023-02-06,359348.69,Liquidated,2023-08-25,2023-10-08,324211.08,20855.94,303355.14
COLL007731,L007731,Business Asset / Property,89506.17,2023-02-07,89506.17,Pledged,,,,,
COLL007748,L007748,Business Asset / Property,96309.52,2023-02-09,96309.52,Pledged,,,,,
COLL007757,L007757,Vehicle,208157.89,2023-02-10,208157.89,Pledged,,,,,
COLL007767,L007767,Vehicle,253863.64,2023-02-11,253863.64,Pledged,,,,,
COLL007780,L007780,Business Asset / Property,960930.23,2023-02-12,960930.23,Pledged,,,,,
COLL007819,L007819,Vehicle,228977.27,2023-02-17,228977.27,Pledged,,,,,
COLL007832,L007832,Business Asset / Property,620400,2023-02-18,527340,Liquidated,2024-03-04,2024-04-01,395124.46,27442.33,367682.13
COLL007833,L007833,Business Asset / Property,111666.67,2023-02-18,111666.67,Pledged,,,,,
COLL007837,L007837,Business Asset / Property,623098.59,2023-02-18,623098.59,Pledged,,,,,
COLL007838,L007838,Vehicle,179213.48,2023-02-18,179213.48,Pledged,,,,,
COLL007870,L007870,Business Asset / Property,126781.61,2023-02-21,126781.61,Released,,,,,
COLL007878,L007878,Business Asset / Property,234382.02,2023-02-22,234382.02,Pledged,,,,,
COLL007879,L007879,Vehicle,592531.65,2023-02-22,592531.65,Pledged,,,,,
COLL007903,L007903,Vehicle,243720.93,2023-02-25,243720.93,Released,,,,,
COLL007904,L007904,Business Asset / Property,127702.7,2023-02-25,108547.3,Liquidated,2023-10-14,2023-11-23,106907.93,7540.54,99367.39
COLL007911,L007911,Business Asset / Property,191025.64,2023-02-26,191025.64,Pledged,,,,,
COLL007915,L007915,Vehicle,299350.65,2023-02-26,299350.65,Pledged,,,,,
COLL007968,L007968,Vehicle,456463.41,2023-03-04,456463.41,Released,,,,,
COLL007981,L007981,Vehicle,535974.03,2023-03-05,535974.03,Pledged,,,,,
COLL007985,L007985,Vehicle,245833.33,2023-03-05,245833.33,Pledged,,,,,
COLL007998,L007998,Business Asset / Property,747283.95,2023-03-06,747283.95,Pledged,,,,,
COLL008000,L008000,Business Asset / Property,298873.24,2023-03-06,298873.24,Pledged,,,,,
COLL008009,L008009,Business Asset / Property,67023.81,2023-03-07,67023.81,Pledged,,,,,
COLL008018,L008018,Vehicle,239230.77,2026-02-07,239230.77,Pledged,,,,,
COLL008022,L008022,Vehicle,302750,2024-10-07,302750,Pledged,,,,,
COLL008024,L008024,Vehicle,241842.11,2023-03-08,205565.79,Liquidated,2023-08-21,2023-09-27,173229.35,8429.68,164799.67
COLL008036,L008036,Vehicle,282666.67,2023-03-08,282666.67,Pledged,,,,,
COLL008044,L008044,Vehicle,539887.64,2023-03-10,458904.49,Liquidated,2025-05-29,2025-06-24,458629.13,34928.33,423700.8
COLL008046,L008046,Vehicle,366027.4,2023-03-10,311123.29,Liquidated,2024-04-15,2024-05-29,231865.39,12024.98,219840.41
COLL008047,L008047,Vehicle,361466.67,2023-03-10,307246.67,Liquidated,2023-12-17,2024-01-20,303271.4,15389.45,287881.95
COLL008052,L008052,Business Asset / Property,228169.01,2023-03-11,228169.01,Pledged,,,,,
COLL008064,L008064,Vehicle,228571.43,2024-12-12,228571.43,Released,,,,,
COLL008066,L008066,Business Asset / Property,385662.65,2023-03-12,327813.25,Liquidated,2023-08-26,2023-10-06,242605.04,13753.34,228851.7
COLL008074,L008074,Vehicle,289493.67,2023-03-13,289493.67,Pledged,,,,,
COLL008096,L008096,Business Asset / Property,133797.47,2023-03-15,133797.47,Pledged,,,,,
COLL008099,L008099,Business Asset / Property,187727.27,2023-03-16,187727.27,Released,,,,,
COLL008126,L008126,Business Asset / Property,365172.41,2023-03-18,365172.41,Pledged,,,,,
COLL008132,L008132,Vehicle,336265.06,2023-03-18,336265.06,Pledged,,,,,
COLL008148,L008148,Vehicle,463194.44,2023-03-20,463194.44,Pledged,,,,,
COLL008150,L008150,Vehicle,492957.75,2023-03-20,492957.75,Pledged,,,,,
COLL008163,L008163,Vehicle,345517.24,2023-03-22,345517.24,Released,,,,,
COLL008218,L008218,Vehicle,228235.29,2023-03-27,228235.29,Pledged,,,,,
COLL008222,L008222,Vehicle,354800,2023-03-28,354800,Pledged,,,,,
COLL008225,L008225,Business Asset / Property,136265.06,2023-03-28,115825.3,Liquidated,2024-12-09,2025-01-03,103962.01,5028.24,98933.77
COLL008228,L008228,Vehicle,255070.42,2023-03-28,255070.42,Pledged,,,,,
