application_id,customer_id,assessment_date,monthly_income_at_assessment,existing_monthly_obligations,proposed_installment_est,dti,credit_score_at_assessment,employment_length_at_assessment,ltv,risk_grade,risk_points,previous_default_flag
APP0014459,C001428,2024-08-12,22405.53,0,6309.86,0.28,573,37,,B,5,FALSE
APP0014460,C003383,2022-08-21,24402.16,0,1049.42,0.04,666,254,,A,0,FALSE
APP0014461,C004386,2026-05-14,42304.9,7279.28,9832.52,0.4,658,314,,B,3,TRUE
APP0014462,C007211,2023-11-01,32931.23,1281.38,18974.19,0.62,707,211,,B,5,FALSE
APP0014463,C005929,2025-01-25,18427.55,0,10577.08,0.57,656,276,0.84,B,4,FALSE
APP0014464,C001845,2024-11-19,29674.21,0,905.56,0.03,603,166,,A,2,FALSE
APP0014465,C010473,2021-06-15,46285.87,6395.4,9877.88,0.35,698,306,,A,1,FALSE
APP0014466,C010028,2022-03-14,52128.56,18304.05,4148.41,0.43,702,203,,B,3,FALSE
APP0014467,C009523,2023-07-02,58661.34,15243.57,48301.05,1.08,778,108,0.81,B,3,FALSE
APP0014468,C001906,2023-09-07,20044.57,0,38109.12,1.9,648,24,0.8,C,6,FALSE
APP0014469,C000756,2022-05-29,65988.6,442.74,39548.93,0.61,586,42,0.89,C,6,FALSE
APP0014470,C004297,2025-12-21,10564.71,0,4997.68,0.47,614,132,,C,6,FALSE
APP0014471,C009829,2024-10-07,88841.09,6247.01,5795.32,0.14,747,203,,A,0,FALSE
APP0014472,C010815,2022-03-18,29141.19,0,1105.61,0.04,535,220,,B,3,FALSE
APP0014473,C003088,2025-11-03,40679.55,0,8308.17,0.2,632,316,,A,2,FALSE
APP0014474,C006092,2024-11-05,37297.54,17209.35,3151.31,0.55,691,163,,B,4,FALSE
APP0014475,C010215,2021-09-16,27418.04,3870.89,4651.81,0.31,610,32,,B,5,FALSE
APP0014476,C000706,2022-10-19,44566.3,0,1189.77,0.03,718,326,,A,0,FALSE
APP0014477,C008535,2024-08-24,39017.65,0,9260.51,0.24,642,5,,B,5,FALSE
APP0014478,C009977,2021-03-05,11208.5,0,4762.79,0.42,567,372,,C,7,FALSE
APP0014479,C010512,2023-09-22,86483.95,43185.27,15170.7,0.67,729,250,0.76,B,3,FALSE
APP0014480,C001841,2022-11-01,24055.71,9615.74,11395.71,0.87,602,140,,B,5,FALSE
APP0014481,C010455,2022-07-22,6080.07,0,10619.28,1.75,608,78,,C,7,FALSE
APP0014482,C005241,2026-03-15,17927.72,0,3697.22,0.21,607,32,,C,6,TRUE
APP0014483,C010849,2022-05-30,11205.16,0,4409.57,0.39,618,269,,B,5,FALSE
APP0014484,C009192,2023-10-08,43691.48,0,43143.12,0.99,719,47,0.75,B,5,FALSE
APP0014485,C003277,2022-12-28,15798.62,0,20657.73,1.31,552,18,0.76,D,9,FALSE
APP0014486,C010922,2021-12-27,13144.68,0,14143.94,1.08,686,248,,C,6,FALSE
APP0014487,C005128,2021-12-01,17100.17,0,18519.69,1.08,722,28,,B,5,FALSE
APP0014488,C003286,2024-11-13,16756.69,0,25381.86,1.51,500,60,0.8,C,7,FALSE
APP0014489,C007321,2022-11-18,16582.47,0,23329.65,1.41,693,201,,C,6,FALSE
APP0014490,C004117,2021-06-30,68833.51,7273.14,35282.18,0.62,754,197,,B,3,FALSE
APP0014491,C009686,2024-03-14,57684.89,0,4538.31,0.08,561,65,,B,3,FALSE
APP0014492,C000367,2021-03-04,8337.67,0,8279.24,0.99,563,166,,D,9,FALSE
APP0014493,C008074,2021-03-25,7818.66,0,33748.05,4.32,517,227,0.84,C,8,FALSE
APP0014494,C000234,2025-01-18,17350.21,0,2420.57,0.14,597,201,,B,4,FALSE
APP0014495,C004151,2021-02-20,21180.86,4678.66,18316.05,1.09,505,79,0.73,C,7,FALSE
APP0014496,C008845,2026-06-27,11409.12,0,17735.46,1.55,537,148,0.77,C,8,FALSE
APP0014497,C000925,2023-05-24,21590.59,0,36931.65,1.71,623,70,0.78,B,4,FALSE
APP0014498,C004418,2023-09-04,15314.36,0,55549.2,3.63,677,13,0.72,C,7,FALSE
APP0014499,C007259,2021-03-14,18486.62,0,8086.31,0.44,718,199,,B,5,FALSE
APP0014500,C008556,2022-03-19,14251.37,2475.22,2199.38,0.33,666,158,,B,3,FALSE
APP0014501,C007190,2022-03-13,20918.49,0,2276.2,0.11,605,128,,A,2,FALSE
APP0014502,C004335,2021-11-20,29397.39,2399.16,21466.18,0.81,701,183,,B,5,FALSE
APP0014503,C008885,2021-09-30,6420.53,0,31826.94,4.96,572,158,,C,8,FALSE
APP0014504,C006158,2025-11-14,11498.12,0,14919.3,1.3,633,296,,C,7,FALSE
APP0014505,C007254,2024-08-23,16265.31,0,16220.35,1,495,95,,D,9,FALSE
APP0014506,C001625,2026-06-03,9781.15,0,5572.56,0.57,647,6,,D,9,FALSE
APP0014507,C004968,2022-09-09,39523.91,0,2360.01,0.06,559,19,,B,4,FALSE
APP0014508,C007289,2022-02-11,41194.11,0,3469.79,0.08,692,88,,A,2,FALSE
APP0014509,C001026,2026-02-26,13820.5,3635.24,9448.34,0.95,637,133,,B,5,FALSE
APP0014510,C001377,2025-12-24,50296.25,3742.47,12137.87,0.32,572,19,,C,6,FALSE
APP0014511,C005001,2023-01-24,6652.6,0,628.59,0.09,630,94,,B,4,FALSE
APP0014512,C001830,2023-03-16,17306.14,6495.49,48569.58,3.18,572,160,0.88,C,7,FALSE
APP0014513,C008721,2022-10-17,8835.68,0,7573.64,0.86,519,50,0.88,D,9,FALSE
APP0014514,C005031,2023-03-28,12258.52,0,13909.62,1.13,489,149,,D,9,FALSE
APP0014515,C001554,2024-01-13,21213.13,8954.75,46321,2.61,601,13,0.72,C,7,FALSE
APP0014516,C002005,2021-01-17,8028.96,0,41621.58,5.18,611,129,0.9,C,7,FALSE
APP0014517,C006355,2026-03-28,7847.78,0,2651.68,0.34,518,159,,C,6,FALSE
APP0014518,C007027,2021-07-04,17901.95,0,34671.76,1.94,675,218,0.85,B,5,FALSE
APP0014519,C010190,2023-08-15,37588.06,10781.93,3525.29,0.38,595,203,,B,4,FALSE
APP0014520,C005881,2023-12-23,28516.76,0,5086.34,0.18,613,59,,A,2,FALSE
APP0014521,C002340,2021-06-26,8414.74,0,15604.53,1.85,664,134,,C,6,FALSE
APP0014522,C010641,2021-01-05,31684.53,0,8576.82,0.27,549,27,,B,4,FALSE
APP0014523,C009893,2022-01-22,19929.96,0,3784.84,0.19,675,161,,A,2,FALSE
APP0014524,C004951,2021-12-25,21231.72,0,46720.22,2.2,534,38,0.78,C,8,FALSE
APP0014525,C009142,2024-01-10,15174.09,0,8877.53,0.59,544,120,,C,8,FALSE
APP0014526,C006472,2021-09-21,78552.85,20940.93,4666.83,0.33,718,367,,B,3,FALSE
APP0014527,C005058,2022-10-27,21829.66,1917.28,18077.92,0.92,583,73,,B,5,FALSE
APP0014528,C009591,2021-07-21,17392.57,0,116745.78,6.71,743,144,0.89,B,4,FALSE
APP0014529,C006533,2022-10-22,9841.02,4238.59,3834.91,0.82,508,117,,D,9,FALSE
APP0014530,C008855,2023-12-26,46308.1,3166.79,8155.76,0.24,669,16,,B,4,FALSE
APP0014531,C006562,2024-10-13,52413.44,23313.57,4419.85,0.53,633,188,,B,4,FALSE
APP0014532,C000931,2025-12-10,11032.71,0,10702.26,0.97,567,9,,D,10,FALSE
APP0014533,C007102,2025-01-19,44006.88,4473.42,41321.21,1.04,650,71,0.86,B,5,FALSE
APP0014534,C009304,2022-05-13,56992.98,5123.15,2659.31,0.14,562,12,,B,4,FALSE
APP0014535,C004974,2021-07-05,70943.78,14374.44,35714.87,0.71,500,176,,C,6,FALSE
APP0014536,C000854,2025-01-21,13966.99,2525.62,4458.69,0.5,450,41,,D,10,FALSE
APP0014537,C003905,2024-02-25,35231.54,0,5764.12,0.16,767,333,,A,1,FALSE
APP0014538,C003740,2025-02-06,26586.24,0,26534.88,1,648,89,,B,3,FALSE
APP0014539,C010405,2022-11-12,36356.66,0,22445.99,0.62,592,96,0.75,B,5,FALSE
APP0014540,C006590,2024-10-23,9439.54,0,39443.85,4.18,607,256,0.85,C,8,FALSE
APP0014541,C001822,2025-03-14,26983.28,4611.24,28913.63,1.24,547,361,,C,6,FALSE
APP0014542,C010523,2022-08-03,36899.97,0,73259.52,1.99,596,121,0.77,B,4,FALSE
APP0014543,C009967,2022-01-02,8898.85,0,8662.64,0.97,566,156,,D,9,FALSE
APP0014544,C009626,2021-08-23,14992.35,0,59456.06,3.97,578,298,0.89,C,8,FALSE
APP0014545,C000678,2023-09-05,21765.02,0,5460.15,0.25,652,56,,B,3,FALSE
APP0014546,C007622,2022-01-27,17516.09,5843.51,3361.21,0.53,749,367,,B,5,FALSE
APP0014547,C008075,2025-12-29,39500.05,17242.53,29481.34,1.18,625,134,0.73,B,5,FALSE
APP0014548,C008709,2025-01-21,11221.83,0,38544.23,3.43,579,19,0.77,D,9,FALSE
APP0014549,C010054,2023-01-15,8321.59,0,5944.02,0.71,575,211,,C,7,FALSE
APP0014550,C006915,2022-10-30,12963.08,0,4320.35,0.33,610,35,,B,5,FALSE
APP0014551,C006225,2026-03-09,9759.46,1039.05,26053.92,2.78,459,117,,D,9,FALSE
APP0014552,C002803,2021-12-08,10537.74,0,6081.92,0.58,588,166,,B,5,FALSE
APP0014553,C000210,2022-06-13,14854.32,3001.59,3927.59,0.47,749,186,,B,4,FALSE
APP0014554,C003637,2023-04-23,45999.88,1816.71,41522.83,0.94,543,14,0.8,C,7,FALSE
APP0014555,C010400,2024-03-02,7358.98,0,4672.03,0.63,526,20,,D,10,TRUE
APP0014556,C005037,2026-05-18,34685.04,11437.59,30353.73,1.2,678,205,0.9,B,4,FALSE
APP0014557,C003182,2023-08-19,22180.55,0,20106.74,0.91,543,10,,D,9,FALSE
APP0014558,C006857,2022-01-31,11159.28,0,4209.31,0.38,680,143,,B,5,FALSE
APP0014559,C007000,2026-01-14,17032.81,0,44256.3,2.6,554,155,0.83,C,8,FALSE
APP0014560,C006658,2024-10-31,22691.74,8381.73,6144.87,0.64,574,61,,B,5,FALSE
APP0014561,C006230,2021-08-14,9211.19,0,26609.2,2.89,597,186,,C,8,FALSE
APP0014562,C003494,2023-02-10,16574.39,0,66743.9,4.03,607,159,0.76,C,6,FALSE
APP0014563,C003035,2022-11-09,15053.63,3253.74,7473.37,0.71,632,139,,C,6,FALSE
APP0014564,C004721,2022-11-20,10971.2,0,64795.59,5.91,658,235,0.82,B,5,FALSE
APP0014565,C008154,2026-06-02,51914.16,0,53864.02,1.04,510,4,0.87,C,8,TRUE
APP0014566,C008091,2022-04-15,11828.62,0,1817.52,0.15,548,74,,B,5,FALSE
APP0014567,C008943,2021-09-22,7072.14,0,18945.71,2.68,603,111,0.77,C,7,FALSE
APP0014568,C003458,2022-12-21,14343.81,2857.3,15397.87,1.27,625,4,,C,8,FALSE
APP0014569,C001497,2025-10-01,30961.74,0,10209.58,0.33,613,129,,B,4,FALSE
APP0014570,C005541,2022-05-21,39628.15,7244.84,41843.61,1.24,584,43,0.81,C,6,FALSE
APP0014571,C010784,2024-12-07,65449.02,3567.4,8714.58,0.19,555,212,,B,3,FALSE
APP0014572,C002832,2025-10-09,52322.25,20836.04,16866.15,0.72,685,304,,B,4,FALSE
APP0014573,C006524,2025-01-03,43142.78,4487.12,60671.41,1.51,724,23,0.77,C,6,FALSE
APP0014574,C008208,2025-01-10,55364.03,0,4447.18,0.08,630,313,,A,1,TRUE
APP0014575,C002528,2025-12-08,43162.86,0,45957.92,1.06,641,74,0.75,B,4,FALSE
APP0014576,C001820,2022-02-02,14486.93,0,4772.44,0.33,626,114,,B,4,FALSE
APP0014577,C000053,2023-06-16,45778.36,0,7908.85,0.17,651,279,,A,1,FALSE
APP0014578,C003614,2023-04-28,67915.71,0,4365.31,0.06,700,193,,A,1,FALSE
APP0014579,C002988,2023-02-21,15746.57,0,736.73,0.05,694,279,,A,2,FALSE
APP0014580,C010672,2021-11-26,56101.49,0,28051.16,0.5,672,192,0.78,B,4,FALSE
APP0014581,C008733,2022-12-26,28285.76,0,6747.07,0.24,573,30,,C,6,FALSE
APP0014582,C001074,2022-11-29,19571.19,9045.75,5881.01,0.76,646,153,,B,5,FALSE
APP0014583,C000327,2026-03-01,60865.01,0,9662.81,0.16,773,237,,A,1,FALSE
APP0014584,C002599,2022-10-19,19635.86,0,2385.13,0.12,838,174,,A,0,TRUE
APP0014585,C007406,2024-02-15,13682.77,0,9080.57,0.66,725,228,0.81,B,4,FALSE
APP0014586,C008932,2026-05-04,33190.54,11036.39,13874.57,0.75,573,122,,C,6,FALSE
APP0014587,C010741,2025-10-07,16804.33,1505.06,9452.01,0.65,692,48,,C,7,FALSE
APP0014588,C005793,2026-03-17,16460.7,6462.3,2123.06,0.52,585,37,,C,7,FALSE
APP0014589,C010076,2026-02-06,82135.08,0,4418.89,0.05,576,36,,B,5,FALSE
APP0014590,C000110,2025-03-27,37250.44,1228.03,1720.57,0.08,785,193,,A,0,FALSE
APP0014591,C000995,2024-02-10,49248.78,23121.46,80980.19,2.11,636,66,0.88,C,6,FALSE
APP0014592,C003542,2025-01-08,24199.95,8055.87,4252.85,0.51,553,91,,C,7,FALSE
APP0014593,C010478,2022-08-12,12556.89,3001.13,31521.08,2.75,456,24,0.89,D,9,FALSE
APP0014594,C010469,2023-08-23,55217.58,0,1034.74,0.02,589,98,,B,3,TRUE
APP0014595,C004118,2025-03-03,13433.54,1181.37,78144.11,5.91,573,56,0.89,D,9,FALSE
APP0014596,C008597,2021-11-10,15020.6,2606.09,1014.12,0.24,411,58,,C,6,FALSE
APP0014597,C002661,2026-03-07,22840.77,0,7543.37,0.33,534,364,,B,4,FALSE
APP0014598,C009387,2023-11-06,13724.8,4391.16,8649.9,0.95,690,239,,C,6,FALSE
APP0014599,C007292,2023-12-23,16165.06,5335.1,5939.4,0.7,517,53,,D,9,FALSE
APP0014600,C008089,2025-01-16,26546.12,13736.61,1885.17,0.59,606,154,,C,6,FALSE
APP0014601,C002019,2025-01-30,35552.7,0,1703.07,0.05,599,34,,B,3,FALSE
APP0014602,C002899,2025-08-27,10811.96,0,10866.39,1.01,506,89,,C,7,FALSE
APP0014603,C008174,2024-05-28,24139.81,4987.82,9260.66,0.59,658,141,,B,3,FALSE
APP0014604,C009892,2021-03-31,24203.11,0,7628.48,0.32,630,62,,B,4,FALSE
APP0014605,C007336,2022-01-13,15469.09,0,10885.67,0.7,557,20,,D,9,FALSE
APP0014606,C008060,2024-01-02,61589.18,0,7219.95,0.12,663,201,,A,1,FALSE
APP0014607,C004986,2023-02-08,33788.71,16459.39,439.01,0.5,662,130,,B,4,FALSE
APP0014608,C001898,2024-06-14,39868.12,0,3521.55,0.09,568,134,,A,2,FALSE
APP0014609,C002953,2026-04-03,15378.96,6845.05,2154.43,0.59,577,159,,C,6,FALSE
APP0014610,C001621,2026-04-23,21190,0,29824.25,1.41,687,154,0.8,B,4,FALSE
APP0014611,C009846,2021-10-14,28972.21,13079.03,674.03,0.47,715,313,,B,3,FALSE
APP0014612,C007960,2023-09-02,5430.66,0,26624.91,4.9,309,31,0.85,D,10,FALSE
APP0014613,C005047,2023-02-11,11159.71,0,4708.93,0.42,507,50,,C,6,FALSE
APP0014614,C008544,2022-10-06,39010,0,9234.01,0.24,503,11,,C,7,FALSE
APP0014615,C007665,2023-09-10,34944.11,9335.96,2593.3,0.34,554,107,,B,5,FALSE
APP0014616,C009140,2021-10-12,25982.76,4016.77,2954.41,0.27,596,76,0.88,B,4,FALSE
APP0014617,C009185,2025-09-15,32857.26,0,35869.77,1.09,650,212,0.87,B,4,FALSE
APP0014618,C005938,2023-01-08,18958.04,9852.39,8578.42,0.97,481,333,,C,7,FALSE
APP0014619,C006892,2023-12-06,12039.15,0,9614.17,0.8,599,141,,C,7,FALSE
APP0014620,C009025,2024-02-29,75377.48,28190.85,5987.83,0.45,685,31,,B,5,FALSE
APP0014621,C001584,2024-09-12,9573.75,0,1159.01,0.12,646,137,,B,3,FALSE
APP0014622,C007533,2021-12-09,31089.3,2538.15,18434.08,0.67,622,193,,B,4,FALSE
APP0014623,C007746,2022-12-25,41674.72,6516.26,24345.65,0.74,659,109,0.71,B,4,FALSE
APP0014624,C000671,2024-11-17,23869.51,0,3026.13,0.13,527,53,,B,4,FALSE
APP0014625,C008383,2025-08-16,23683.43,0,11686.07,0.49,655,278,0.76,B,3,FALSE
APP0014626,C007082,2024-05-27,17840.93,0,9193.44,0.52,540,20,,D,9,TRUE
APP0014627,C002826,2024-01-28,15374.19,0,5432.16,0.35,603,182,,B,4,FALSE
APP0014628,C001482,2025-03-07,39124.15,13705.54,3661.21,0.44,626,102,,B,4,FALSE
APP0014629,C009454,2024-05-06,26414.55,11536.6,3574.62,0.57,552,6,,D,9,FALSE
APP0014630,C001313,2025-09-02,42348.98,14357.31,8908.91,0.55,659,407,,B,3,TRUE
APP0014631,C005364,2026-02-19,37043.33,0,54643.66,1.48,648,216,0.82,B,5,FALSE
APP0014632,C005130,2022-07-05,42638.96,0,7444.82,0.17,727,62,,A,1,FALSE
APP0014633,C009188,2021-10-15,42660.89,5535.43,16886.38,0.53,673,19,,B,5,FALSE
APP0014634,C005979,2021-11-04,6407.16,0,60877.64,9.5,547,28,0.71,D,10,FALSE
APP0014635,C006391,2024-08-24,14739.2,0,8276.53,0.56,590,22,,C,8,FALSE
APP0014636,C002852,2026-01-08,14649.69,0,22908.8,1.56,654,368,0.81,B,5,FALSE
APP0014637,C007736,2021-08-07,34635.96,10465.25,955.64,0.33,518,208,,B,5,FALSE
APP0014638,C009781,2025-02-13,12069.33,0,8554.09,0.71,603,9,0.82,D,9,FALSE
APP0014639,C009876,2025-10-01,14631.53,0,8819.02,0.6,626,96,,C,6,FALSE
APP0014640,C009274,2023-10-07,27745.17,1052.81,38049.76,1.41,650,240,0.83,B,3,FALSE
APP0014641,C006428,2024-05-18,15408.55,5614.07,3147.96,0.57,654,130,,C,6,FALSE
APP0014642,C005042,2024-03-30,8334.07,0,1170.1,0.14,606,84,,B,4,FALSE
APP0014643,C008574,2023-05-02,31213.16,0,19675.79,0.63,658,123,0.8,B,5,FALSE
APP0014644,C005132,2023-10-02,30287.06,0,6698.64,0.22,581,57,,B,5,FALSE
APP0014645,C000502,2025-11-01,35281.57,853.94,9065.74,0.28,622,212,,B,3,FALSE
APP0014646,C009629,2025-10-04,21425.81,10237.65,52041.7,2.91,580,351,0.87,B,5,FALSE
APP0014647,C008681,2022-12-19,28436.28,11595.61,5041.4,0.59,510,14,,C,8,FALSE
APP0014648,C004982,2021-12-10,33951.96,9664.76,10222.28,0.59,715,132,,B,5,FALSE
APP0014649,C001807,2024-08-13,19366.82,0,11616.37,0.6,646,71,0.82,B,5,FALSE
APP0014650,C009659,2025-10-03,24846.61,9728.29,12884.39,0.91,602,16,,C,7,FALSE
APP0014651,C003648,2023-05-26,19964.21,5483.42,4260.21,0.49,619,3,,D,9,FALSE
APP0014652,C005485,2025-06-19,61611.55,0,53741.15,0.87,553,76,0.78,C,6,FALSE
APP0014653,C008605,2025-03-15,9173.41,2347.07,2324.36,0.51,636,364,,C,6,TRUE
APP0014654,C002967,2021-09-12,31559.65,0,18526.32,0.59,567,80,,C,7,FALSE
APP0014655,C003978,2025-05-05,16796.89,0,508.28,0.03,473,125,,B,5,FALSE
APP0014656,C003130,2024-01-13,14190.8,0,8380.16,0.59,458,9,,D,11,TRUE
APP0014657,C005420,2022-03-01,17314.16,7085.4,13800.98,1.21,546,82,,C,8,FALSE
APP0014658,C008322,2022-06-01,16598.22,1582.63,13512.9,0.91,582,22,,C,7,FALSE
APP0014659,C009994,2022-03-18,43424.89,16921.13,3955.45,0.48,653,5,,C,6,FALSE
APP0014660,C008656,2026-07-02,7160.42,0,42547.71,5.94,606,408,0.86,C,7,FALSE
APP0014661,C008628,2024-11-11,10732.73,3044.78,10675.4,1.28,554,14,,D,9,TRUE
APP0014662,C007792,2023-11-18,15178.71,0,4666.57,0.31,621,333,,B,4,FALSE
APP0014663,C003639,2021-11-26,65246.15,22474.46,2880.03,0.39,683,58,,B,5,FALSE
APP0014664,C006231,2022-01-13,50033.95,17268.17,117727.47,2.7,813,215,0.88,B,3,FALSE
APP0014665,C004085,2024-01-11,39910.8,0,53650.98,1.34,698,23,0.79,C,6,FALSE
APP0014666,C001602,2024-04-14,20208.79,2963.32,9311.97,0.61,689,149,,B,5,FALSE
APP0014667,C005329,2021-07-30,11436.14,0,3109.4,0.27,575,157,,B,5,FALSE
APP0014668,C005521,2022-06-27,46191.39,12165.73,4453.1,0.36,761,153,,A,1,FALSE
APP0014669,C002617,2026-04-12,31644,6683.8,8132.1,0.47,549,274,,C,7,TRUE
APP0014670,C005580,2022-02-23,16882.14,0,24639.24,1.46,588,111,0.76,C,7,FALSE
APP0014671,C001062,2021-12-25,25143.8,0,4860.26,0.19,525,27,,B,4,FALSE
APP0014672,C005122,2024-04-23,40171.37,17025.81,7018.27,0.6,554,211,,B,5,FALSE
APP0014673,C010000,2022-04-09,29061.39,5802.23,11622.72,0.6,607,93,,B,5,FALSE
APP0014674,C005082,2021-11-10,37596.54,0,4983.81,0.13,580,53,,B,3,FALSE
APP0014675,C005989,2025-11-23,20422.07,8491.87,78196.1,4.24,553,107,0.8,C,6,FALSE
APP0014676,C009758,2026-01-22,10063.05,2352.45,3209.98,0.55,700,198,,B,4,TRUE
APP0014677,C008470,2022-10-17,61886.87,30587.75,15703.13,0.75,749,150,0.77,B,3,FALSE
APP0014678,C007062,2022-02-05,47349.06,9648.52,12940.15,0.48,647,279,,B,4,FALSE
APP0014679,C004986,2025-01-19,33788.71,16897.37,19961.48,1.09,662,130,,B,4,FALSE
APP0014680,C007148,2021-04-27,41146.8,7996.97,20951.3,0.7,684,174,0.81,B,5,FALSE
APP0014681,C001182,2025-05-18,31565.18,0,23159.14,0.73,586,56,,C,7,FALSE
APP0014682,C006380,2022-06-13,54699.97,6836.25,9174.52,0.29,581,3,,B,5,FALSE
APP0014683,C007795,2022-06-04,15276.82,6068.73,10332.14,1.07,615,44,,C,7,FALSE
APP0014684,C001086,2026-01-23,36830.82,9908.76,5376.97,0.42,640,63,,A,2,FALSE
APP0014685,C005099,2022-07-21,13401.38,1871.3,5441.17,0.55,541,96,,C,7,FALSE
APP0014686,C007440,2022-07-22,16318.29,7800.5,17530.43,1.55,719,275,,B,5,FALSE
APP0014687,C006298,2022-08-10,35472.06,7657.06,39905.99,1.34,656,95,,B,4,FALSE
APP0014688,C009847,2023-12-21,13048.33,3516.55,22817.97,2.02,647,72,0.76,C,6,FALSE
APP0014689,C004912,2022-04-28,15221.74,0,6136.61,0.4,600,18,,C,8,FALSE
APP0014690,C007254,2024-04-24,16265.31,0,18297.03,1.12,495,95,,C,8,FALSE
APP0014691,C008534,2026-04-10,70634.03,12484.64,22798.18,0.5,613,78,0.75,C,6,FALSE
APP0014692,C000143,2024-09-11,9492.44,0,4240.65,0.45,535,395,,C,7,FALSE
APP0014693,C003395,2025-01-08,6496.44,0,20251.61,3.12,586,15,,D,10,FALSE
APP0014694,C010603,2025-04-19,25239.09,1886.84,21762.99,0.94,623,22,,C,7,FALSE
APP0014695,C002400,2024-02-10,10041.65,0,13240.53,1.32,607,98,,B,5,FALSE
APP0014696,C005038,2025-04-21,17583.29,0,11313.48,0.64,701,131,,C,6,FALSE
APP0014697,C000444,2025-07-03,28410.51,0,5833.36,0.21,568,31,,B,5,FALSE
APP0014698,C005075,2026-05-14,18190.02,0,11713.51,0.64,661,80,,B,4,FALSE
APP0014699,C000348,2026-06-11,46884.78,0,5644.31,0.12,631,24,,B,3,TRUE
APP0014700,C006348,2025-03-26,19450.95,0,5961.44,0.31,531,6,,C,8,FALSE
APP0014701,C009355,2025-03-24,11215.96,0,12725.5,1.13,627,16,,C,8,FALSE
APP0014702,C009735,2025-11-28,49270.6,7004.99,3339.14,0.21,730,240,,A,1,FALSE
APP0014703,C004819,2024-06-22,25591.59,0,8792.56,0.34,537,113,,B,5,FALSE
APP0014704,C006676,2022-04-12,15394.91,0,17362.15,1.13,471,80,,D,9,TRUE
APP0014705,C006629,2025-07-02,11505.37,0,2961.07,0.26,580,154,,B,4,FALSE
APP0014706,C002223,2023-09-11,17195.5,0,44390.8,2.58,566,25,0.71,C,8,FALSE
APP0014707,C005152,2026-05-17,19095.72,0,13795.09,0.72,691,254,,B,4,FALSE
APP0014708,C004416,2022-01-30,30280.2,0,7133.79,0.24,620,89,,B,3,FALSE
APP0014709,C005018,2023-02-12,32318.6,6403.93,2787.84,0.28,652,80,,A,1,FALSE
APP0014710,C001076,2021-11-28,28033.98,11783.46,1742.66,0.48,565,61,,C,6,FALSE
APP0014711,C003707,2024-07-11,15479.51,5859.87,9726.81,1.01,596,122,,C,6,FALSE
APP0014712,C003406,2023-11-05,42143.38,0,1522.28,0.04,588,250,,A,1,FALSE
APP0014713,C005360,2022-11-22,15879.33,1798.49,4463.1,0.39,760,260,,B,3,FALSE
APP0014714,C004752,2022-02-18,26333.8,0,3568.93,0.14,525,40,,B,4,FALSE
APP0014715,C005962,2026-02-01,10092.41,0,6757.62,0.67,589,108,,C,7,FALSE
APP0014716,C001401,2023-07-13,16174.19,0,10549.75,0.65,532,8,,D,10,FALSE
APP0014717,C007508,2022-10-22,16286.52,0,4775.11,0.29,628,120,,B,4,FALSE
APP0014718,C002364,2021-09-08,15245.69,3326.35,3865.22,0.47,587,47,,C,7,FALSE
APP0014719,C008763,2023-05-20,36447.73,1899.37,41664.02,1.2,625,15,0.8,C,8,FALSE
APP0014720,C003969,2024-07-08,12324.43,2685.12,8600.96,0.92,616,27,,C,7,FALSE
APP0014721,C004198,2024-07-28,14193.28,0,8042.72,0.57,553,45,,D,9,FALSE
APP0014722,C005850,2023-06-01,38266.64,5657.84,47298.52,1.38,642,104,0.74,B,4,FALSE
APP0014723,C010872,2025-12-09,27996.46,0,4725.5,0.17,542,169,,B,3,FALSE
APP0014724,C000150,2023-03-12,20436.47,3402.96,21076.76,1.2,488,214,,C,7,FALSE
APP0014725,C001832,2021-04-08,5770.71,0,6772.28,1.17,654,190,,C,6,FALSE
APP0014726,C009251,2024-04-11,13472.99,5668.72,97972.66,7.69,709,255,0.79,C,6,FALSE
APP0014727,C000170,2022-08-14,17396.49,0,7021.11,0.4,672,135,,B,5,FALSE
APP0014728,C008651,2022-04-21,14503.44,0,3368.65,0.23,509,157,,B,4,FALSE
APP0014729,C002863,2025-11-12,14165.1,0,35378.27,2.5,538,57,0.8,D,9,FALSE
APP0014730,C004708,2023-06-22,38193.24,0,5275.12,0.14,611,88,,A,1,FALSE
APP0014731,C000292,2025-04-18,14894.57,0,126458.71,8.49,550,48,0.71,C,7,FALSE
APP0014732,C009008,2022-09-30,29560.52,6868.75,9441.22,0.55,593,58,0.85,C,7,FALSE
APP0014733,C002093,2022-04-13,54316.36,12730.6,7052.14,0.36,760,141,,B,3,FALSE
APP0014734,C003905,2021-05-21,35231.54,5955.67,5664.25,0.33,767,333,,A,1,FALSE
APP0014735,C006744,2021-02-13,46375.81,0,1314.01,0.03,753,168,,A,0,FALSE
APP0014736,C005310,2023-05-26,32686.06,7555.72,12247.04,0.61,643,192,,B,4,FALSE
APP0014737,C001516,2025-11-16,14427.31,5726.38,32745.42,2.67,556,72,,C,7,FALSE
APP0014738,C005985,2022-09-04,11776.88,0,23178.85,1.97,634,39,0.86,C,8,FALSE
APP0014739,C001853,2023-12-24,32016.59,10768.75,2863.95,0.43,764,131,,B,3,FALSE
APP0014740,C001715,2022-07-21,15754.23,0,12685.3,0.81,575,84,,C,7,FALSE
APP0014741,C010273,2022-08-19,31579.57,4836.06,17881.52,0.72,632,15,,C,6,FALSE
