application_id,customer_id,application_date,assessment_date,approval_date,issue_date,product_type,requested_amount,requested_term_months,application_channel,status,rejection_reason
APP0079645,C008811,2021-05-03,2021-05-05,,,Personal Loan,229700,25,Agent,Rejected,High DTI
APP0001480,C002918,2021-05-04,2021-05-07,,,Auto Loan,587900,46,Branch,Withdrawn,
APP0002867,C008930,2021-05-04,2021-05-06,,,Auto Loan,456800,26,Branch,Rejected,Low Credit Score
APP0003389,C007137,2021-05-04,2021-05-05,2021-05-06,2021-05-07,Consumer Loan,19400,32,Branch,Approved,
APP0004973,C010537,2021-05-04,2021-05-05,2021-05-07,2021-05-10,Personal Loan,89400,41,Online,Approved,
APP0009510,C004794,2021-05-04,2021-05-06,2021-05-07,2021-05-07,Small Business Loan,157700,59,Branch,Approved,
APP0012757,C004666,2021-05-04,2021-05-07,,,Consumer Loan,10100,35,Mobile App,Rejected,Incomplete Documentation
APP0015291,C009308,2021-05-04,2021-05-06,,,Auto Loan,1228100,22,Online,Rejected,High DTI
APP0017522,C007066,2021-05-04,2021-05-06,2021-05-08,2021-05-10,Personal Loan,275800,47,Mobile App,Approved,
APP0022184,C003249,2021-05-04,2021-05-07,2021-05-09,2021-05-12,Consumer Loan,90800,29,Branch,Approved,
APP0025433,C004150,2021-05-04,2021-05-07,,,Personal Loan,232000,46,Agent,Rejected,High DTI
APP0027488,C006673,2021-05-04,2021-05-07,,,Personal Loan,299000,20,Agent,Rejected,High DTI
APP0032662,C003655,2021-05-04,2021-05-07,2021-05-10,2021-05-10,Personal Loan,41300,30,Agent,Approved,
APP0033953,C000468,2021-05-04,2021-05-06,,,Consumer Loan,138900,8,Online,Rejected,High DTI
APP0038431,C004805,2021-05-04,2021-05-05,,,Small Business Loan,1728100,40,Mobile App,Rejected,High DTI
APP0039960,C009044,2021-05-04,2021-05-06,2021-05-08,2021-05-11,Consumer Loan,28300,19,Mobile App,Approved,
APP0041718,C006835,2021-05-04,2021-05-06,2021-05-08,2021-05-10,Consumer Loan,58200,24,Mobile App,Approved,
APP0043705,C004653,2021-05-04,2021-05-07,2021-05-10,2021-05-12,Personal Loan,209300,43,Mobile App,Approved,
APP0044468,C004665,2021-05-04,2021-05-06,,,Personal Loan,83400,14,Mobile App,Rejected,Low Credit Score
APP0045262,C001110,2021-05-04,2021-05-06,,,Auto Loan,932100,20,Mobile App,Rejected,High DTI
APP0047102,C002049,2021-05-04,2021-05-07,2021-05-09,2021-05-09,Consumer Loan,104800,10,Mobile App,Approved,
APP0051377,C007920,2021-05-04,2021-05-05,,,Auto Loan,1090500,58,Call Center,Rejected,High DTI
APP0052412,C002083,2021-05-04,2021-05-06,,,Consumer Loan,127300,33,Online,Rejected,High DTI
APP0053268,C001582,2021-05-04,2021-05-05,,,Personal Loan,178500,35,Agent,Rejected,High DTI
APP0057984,C001532,2021-05-04,2021-05-07,,,Personal Loan,178700,7,Online,Rejected,High DTI
APP0064606,C003720,2021-05-04,2021-05-05,,,Personal Loan,286700,35,Online,Rejected,High DTI
APP0069104,C006012,2021-05-04,2021-05-05,2021-05-07,2021-05-09,Consumer Loan,139800,19,Mobile App,Approved,
APP0072128,C006261,2021-05-04,2021-05-05,,,Personal Loan,271200,10,Branch,Rejected,Low Credit Score
APP0072732,C007839,2021-05-04,2021-05-05,2021-05-06,2021-05-08,Personal Loan,135900,16,Call Center,Approved,
APP0073094,C008762,2021-05-04,2021-05-06,2021-05-07,2021-05-08,Personal Loan,50900,37,Mobile App,Approved,
APP0076439,C002813,2021-05-04,2021-05-05,,,Small Business Loan,924400,46,Branch,Rejected,Low Credit Score
APP0077215,C008591,2021-05-04,2021-05-05,,,Consumer Loan,79500,14,Branch,Rejected,High DTI
APP0079569,C002678,2021-05-04,2021-05-05,,,Auto Loan,1482800,22,Mobile App,Rejected,High DTI
APP0002048,C002496,2021-05-05,2021-05-06,2021-05-09,2021-05-12,Small Business Loan,517600,51,Branch,Approved,
APP0002454,C008382,2021-05-05,2021-05-08,2021-05-12,2021-05-15,Personal Loan,70700,36,Online,Approved,
APP0007699,C006709,2021-05-05,2021-05-06,,,Personal Loan,200800,7,Online,Rejected,High DTI
APP0009954,C002952,2021-05-05,2021-05-07,2021-05-10,2021-05-12,Personal Loan,232800,40,Online,Approved,
APP0012594,C002385,2021-05-05,2021-05-06,,,Consumer Loan,87400,19,Mobile App,Rejected,High DTI
APP0014001,C009032,2021-05-05,2021-05-06,,,Personal Loan,172700,15,Branch,Rejected,High DTI
APP0015424,C004525,2021-05-05,2021-05-07,2021-05-08,2021-05-11,Consumer Loan,136000,26,Branch,Approved,
APP0016847,C004201,2021-05-05,2021-05-07,,,Auto Loan,707600,60,Mobile App,Rejected,High DTI
APP0017796,C009427,2021-05-05,2021-05-06,,,Auto Loan,1247700,41,Online,Rejected,High DTI
APP0021013,C010250,2021-05-05,2021-05-07,2021-05-08,2021-05-11,Personal Loan,101000,44,Mobile App,Approved,
APP0021293,C007480,2021-05-05,2021-05-07,,,Personal Loan,225700,35,Online,Rejected,Low Credit Score
APP0022895,C003807,2021-05-05,2021-05-08,,,Small Business Loan,1516100,50,Branch,Rejected,High DTI
APP0023699,C002358,2021-05-05,2021-05-06,,,Small Business Loan,857100,24,Call Center,Rejected,High DTI
APP0025932,C010559,2021-05-05,2021-05-06,,,Consumer Loan,97900,8,Branch,Rejected,High DTI
APP0029735,C003075,2021-05-05,2021-05-06,2021-05-09,2021-05-10,Consumer Loan,100100,17,Branch,Approved,
APP0031598,C001616,2021-05-05,2021-05-08,2021-05-09,2021-05-09,Personal Loan,39600,48,Agent,Approved,
APP0032072,C010461,2021-05-05,2021-05-07,,,Small Business Loan,229900,46,Mobile App,Rejected,High DTI
APP0043250,C010542,2021-05-05,2021-05-06,2021-05-10,2021-05-10,Auto Loan,259900,42,Branch,Approved,
APP0046531,C005518,2021-05-05,2021-05-08,,,Auto Loan,272500,39,Agent,Rejected,High DTI
APP0047963,C005938,2021-05-05,2021-05-07,,,Consumer Loan,111100,12,Call Center,Rejected,High DTI
APP0048911,C004526,2021-05-05,2021-05-08,,,Auto Loan,674600,13,Branch,Rejected,High DTI
APP0053164,C004036,2021-05-05,2021-05-07,,,Small Business Loan,868500,47,Agent,Rejected,High DTI
APP0054668,C001042,2021-05-05,2021-05-07,,,Personal Loan,203100,48,Agent,Rejected,Low Credit Score
APP0058703,C006862,2021-05-05,2021-05-07,,,Auto Loan,1462400,45,Mobile App,Rejected,High DTI
APP0058969,C003292,2021-05-05,2021-05-06,2021-05-10,2021-05-12,Personal Loan,61500,20,Online,Approved,
APP0063042,C006103,2021-05-05,2021-05-08,,,Personal Loan,188900,30,Mobile App,Rejected,High DTI
APP0063302,C003433,2021-05-05,2021-05-07,,,Personal Loan,50000,42,Mobile App,Rejected,High DTI
APP0064019,C005963,2021-05-05,2021-05-06,2021-05-08,2021-05-11,Consumer Loan,59900,27,Branch,Approved,
APP0064393,C001701,2021-05-05,2021-05-07,,,Personal Loan,254400,21,Mobile App,Rejected,High DTI
APP0068204,C003493,2021-05-05,2021-05-08,,,Personal Loan,269200,14,Branch,Rejected,High DTI
APP0070852,C008347,2021-05-05,2021-05-06,,,Auto Loan,641000,20,Branch,Rejected,Low Credit Score
APP0071336,C005081,2021-05-05,2021-05-08,,,Personal Loan,194800,35,Mobile App,Rejected,High DTI
APP0074253,C000158,2021-05-05,2021-05-08,,,Personal Loan,289500,36,Mobile App,Rejected,High DTI
APP0074283,C005127,2021-05-05,2021-05-06,,,Small Business Loan,1166300,36,Mobile App,Rejected,High DTI
APP0078248,C006039,2021-05-05,2021-05-06,,,Auto Loan,1255200,34,Branch,Rejected,Low Credit Score
APP0079507,C004942,2021-05-05,2021-05-07,,,Personal Loan,21500,9,Online,Rejected,High DTI
APP0002468,C000721,2021-05-06,2021-05-08,2021-05-09,2021-05-12,Consumer Loan,121600,33,Mobile App,Approved,
APP0003519,C002686,2021-05-06,2021-05-08,,,Consumer Loan,102700,28,Agent,Rejected,Incomplete Documentation
APP0005374,C010187,2021-05-06,2021-05-08,,,Small Business Loan,1154700,51,Branch,Rejected,High DTI
APP0006328,C001245,2021-05-06,2021-05-07,,,Personal Loan,209600,42,Online,Rejected,High DTI
APP0006338,C000720,2021-05-06,2021-05-09,,,Small Business Loan,1781500,52,Agent,Rejected,High DTI
APP0006586,C005885,2021-05-06,2021-05-08,,,Consumer Loan,101500,9,Branch,Rejected,High DTI
APP0007261,C002692,2021-05-06,2021-05-07,,,Auto Loan,344000,44,Online,Rejected,High DTI
APP0007643,C010244,2021-05-06,2021-05-09,2021-05-11,2021-05-11,Consumer Loan,30300,10,Online,Approved,
APP0008107,C005761,2021-05-06,2021-05-08,2021-05-10,2021-05-13,Personal Loan,236500,20,Agent,Approved,
APP0009520,C001547,2021-05-06,2021-05-07,,,Small Business Loan,1523300,41,Online,Rejected,High DTI
APP0009574,C004113,2021-05-06,2021-05-08,,,Small Business Loan,372500,44,Branch,Rejected,Low Credit Score
APP0010844,C009044,2021-05-06,2021-05-09,,,Personal Loan,163100,8,Branch,Rejected,High DTI
APP0015905,C010852,2021-05-06,2021-05-09,,,Small Business Loan,939200,55,Mobile App,Rejected,High DTI
APP0016162,C000172,2021-05-06,2021-05-08,,,Auto Loan,1184400,40,Call Center,Rejected,High DTI
APP0017244,C010652,2021-05-06,2021-05-08,,,Small Business Loan,459800,19,Call Center,Rejected,High DTI
APP0017496,C009362,2021-05-06,2021-05-08,,,Personal Loan,172400,6,Call Center,Rejected,High DTI
APP0021955,C004977,2021-05-06,2021-05-09,,,Auto Loan,912200,45,Agent,Rejected,High DTI
APP0022819,C005217,2021-05-06,2021-05-08,2021-05-10,2021-05-10,Personal Loan,56200,48,Mobile App,Approved,
APP0023207,C008036,2021-05-06,2021-05-09,,,Personal Loan,48700,44,Mobile App,Rejected,High DTI
APP0023362,C003852,2021-05-06,2021-05-08,,,Personal Loan,279200,30,Branch,Rejected,Low Credit Score
APP0024601,C001977,2021-05-06,2021-05-07,2021-05-09,2021-05-11,Consumer Loan,10300,32,Branch,Approved,
APP0025364,C007849,2021-05-06,2021-05-07,,,Auto Loan,324300,28,Call Center,Rejected,High DTI
APP0025991,C003218,2021-05-06,2021-05-09,,,Personal Loan,224900,35,Online,Rejected,High DTI
APP0027674,C001785,2021-05-06,2021-05-07,,,Personal Loan,201900,12,Mobile App,Rejected,Low Credit Score
APP0036831,C001335,2021-05-06,2021-05-08,2021-05-11,2021-05-11,Personal Loan,227100,39,Call Center,Approved,
APP0038662,C001492,2021-05-06,2021-05-08,,,Small Business Loan,1862500,19,Call Center,Rejected,Insufficient Income
APP0040335,C010482,2021-05-06,2021-05-07,,,Small Business Loan,1749000,23,Online,Rejected,High DTI
APP0042675,C002886,2021-05-06,2021-05-08,2021-05-11,2021-05-12,Consumer Loan,51700,28,Branch,Approved,
APP0043816,C000209,2021-05-06,2021-05-07,,,Personal Loan,196400,11,Call Center,Rejected,High DTI
APP0044627,C005498,2021-05-06,2021-05-08,,,Auto Loan,797300,50,Agent,Rejected,Low Credit Score
APP0047209,C006315,2021-05-06,2021-05-08,,,Consumer Loan,109600,22,Branch,Rejected,High DTI
APP0048209,C000196,2021-05-06,2021-05-07,,,Auto Loan,1251000,23,Branch,Rejected,High DTI
APP0049896,C003336,2021-05-06,2021-05-09,,,Consumer Loan,139700,10,Branch,Rejected,Low Credit Score
APP0052530,C010880,2021-05-06,2021-05-07,,,Auto Loan,486300,25,Branch,Rejected,High DTI
APP0052704,C003844,2021-05-06,2021-05-09,2021-05-12,2021-05-15,Personal Loan,103200,29,Mobile App,Approved,
APP0052840,C005428,2021-05-06,2021-05-07,,,Personal Loan,154000,14,Online,Rejected,High DTI
APP0053923,C006084,2021-05-06,2021-05-09,,,Auto Loan,318600,41,Online,Rejected,Low Credit Score
APP0055164,C004037,2021-05-06,2021-05-08,,,Consumer Loan,144100,20,Branch,Rejected,High DTI
APP0055980,C005500,2021-05-06,2021-05-07,,,Auto Loan,912100,52,Mobile App,Rejected,High DTI
APP0056330,C002457,2021-05-06,2021-05-09,,,Personal Loan,178200,24,Branch,Rejected,High DTI
APP0056555,C002967,2021-05-06,2021-05-08,,,Auto Loan,1324600,23,Online,Rejected,High DTI
APP0056991,C000055,2021-05-06,2021-05-09,,,Personal Loan,215900,16,Mobile App,Rejected,High DTI
APP0059209,C008271,2021-05-06,2021-05-08,,,Personal Loan,217200,38,Online,Rejected,High DTI
APP0059269,C005234,2021-05-06,2021-05-09,,,Auto Loan,1435000,47,Mobile App,Rejected,Low Credit Score
APP0061784,C006545,2021-05-06,2021-05-07,,,Small Business Loan,673800,39,Online,Rejected,High DTI
APP0062000,C006749,2021-05-06,2021-05-07,,,Consumer Loan,70000,29,Online,Rejected,Low Credit Score
APP0063131,C002392,2021-05-06,2021-05-07,,,Personal Loan,198200,34,Branch,Rejected,High DTI
APP0064249,C009396,2021-05-06,2021-05-09,,,Consumer Loan,101200,7,Mobile App,Rejected,High DTI
APP0066428,C004061,2021-05-06,2021-05-07,,,Small Business Loan,925000,56,Mobile App,Rejected,High DTI
APP0068549,C003479,2021-05-06,2021-05-08,,,Personal Loan,195400,8,Agent,Rejected,Low Credit Score
APP0070283,C006779,2021-05-06,2021-05-09,,,Consumer Loan,145000,27,Branch,Rejected,High DTI
APP0076823,C006092,2021-05-06,2021-05-08,,,Personal Loan,28900,16,Branch,Rejected,High DTI
APP0078088,C010077,2021-05-06,2021-05-08,,,Small Business Loan,590500,19,Branch,Rejected,High DTI
APP0079659,C010152,2021-05-06,2021-05-07,,,Personal Loan,231300,22,Online,Rejected,High DTI
APP0001448,C008799,2021-05-07,2021-05-09,,,Auto Loan,1444100,25,Mobile App,Rejected,High DTI
APP0007770,C010393,2021-05-07,2021-05-08,,,Personal Loan,179100,16,Call Center,Rejected,Low Credit Score
APP0008555,C002725,2021-05-07,2021-05-08,,,Small Business Loan,718000,13,Mobile App,Rejected,High DTI
APP0011956,C008831,2021-05-07,2021-05-08,2021-05-12,2021-05-12,Consumer Loan,141600,24,Mobile App,Approved,
APP0013844,C004459,2021-05-07,2021-05-09,,,Personal Loan,139700,18,Branch,Rejected,Incomplete Documentation
APP0014824,C001909,2021-05-07,2021-05-10,2021-05-14,2021-05-14,Personal Loan,40200,10,Online,Approved,
APP0015192,C003579,2021-05-07,2021-05-09,,,Auto Loan,779700,18,Online,Rejected,Low Credit Score
APP0016293,C005442,2021-05-07,2021-05-10,,,Personal Loan,40300,26,Online,Rejected,High DTI
APP0016459,C003635,2021-05-07,2021-05-09,,,Personal Loan,267300,47,Branch,Rejected,High DTI
APP0017753,C004682,2021-05-07,2021-05-10,,,Auto Loan,888300,44,Mobile App,Rejected,Low Credit Score
APP0022219,C004869,2021-05-07,2021-05-08,,,Consumer Loan,69000,10,Call Center,Rejected,High DTI
APP0026734,C001682,2021-05-07,2021-05-08,,,Small Business Loan,608100,37,Branch,Rejected,High DTI
APP0028576,C008588,2021-05-07,2021-05-09,,,Consumer Loan,131800,14,Branch,Rejected,High DTI
APP0029193,C010007,2021-05-07,2021-05-08,,,Personal Loan,131500,7,Call Center,Rejected,High DTI
APP0029485,C008270,2021-05-07,2021-05-08,,,Personal Loan,296700,47,Online,Rejected,Low Credit Score
APP0029826,C008036,2021-05-07,2021-05-10,,,Consumer Loan,36300,24,Mobile App,Rejected,High DTI
APP0032442,C007942,2021-05-07,2021-05-10,,,Personal Loan,172700,48,Mobile App,Rejected,Low Credit Score
APP0032907,C009651,2021-05-07,2021-05-08,,,Small Business Loan,947500,36,Call Center,Rejected,High DTI
APP0038254,C006204,2021-05-07,2021-05-10,,,Auto Loan,1000700,59,Call Center,Rejected,High DTI
APP0038843,C010782,2021-05-07,2021-05-09,,,Auto Loan,907300,57,Call Center,Rejected,High DTI
APP0039681,C003383,2021-05-07,2021-05-10,,,Small Business Loan,1811000,28,Agent,Rejected,High DTI
APP0040482,C002185,2021-05-07,2021-05-10,2021-05-11,2021-05-12,Consumer Loan,149100,34,Call Center,Approved,
APP0042784,C000685,2021-05-07,2021-05-10,,,Personal Loan,123300,39,Branch,Rejected,High DTI
APP0042900,C000138,2021-05-07,2021-05-08,2021-05-09,2021-05-12,Personal Loan,65900,24,Branch,Approved,
APP0043326,C005291,2021-05-07,2021-05-09,,,Personal Loan,141700,45,Branch,Rejected,Incomplete Documentation
APP0051959,C005676,2021-05-07,2021-05-09,,,Consumer Loan,59200,25,Call Center,Rejected,High DTI
APP0054975,C005045,2021-05-07,2021-05-10,,,Personal Loan,94700,26,Branch,Rejected,Low Credit Score
APP0055726,C008417,2021-05-07,2021-05-10,,,Personal Loan,242300,34,Branch,Rejected,Low Credit Score
APP0058027,C007247,2021-05-07,2021-05-09,2021-05-13,2021-05-14,Consumer Loan,67900,22,Branch,Approved,
APP0061759,C009398,2021-05-07,2021-05-09,,,Personal Loan,171400,11,Branch,Rejected,High DTI
APP0064912,C003203,2021-05-07,2021-05-08,,,Auto Loan,370600,49,Branch,Rejected,High DTI
APP0065756,C006717,2021-05-07,2021-05-08,,,Auto Loan,617300,53,Branch,Rejected,High DTI
APP0070499,C002488,2021-05-07,2021-05-10,,,Small Business Loan,1061500,20,Mobile App,Rejected,High DTI
APP0073950,C003665,2021-05-07,2021-05-08,,,Personal Loan,130200,10,Branch,Rejected,High DTI
APP0076650,C010241,2021-05-07,2021-05-10,,,Personal Loan,72100,33,Branch,Rejected,High DTI
APP0078511,C005042,2021-05-07,2021-05-09,,,Auto Loan,1336700,23,Branch,Rejected,High DTI
APP0079570,C009594,2021-05-07,2021-05-10,,,Personal Loan,198300,18,Mobile App,Rejected,High DTI
APP0000402,C005193,2021-05-08,2021-05-09,,,Auto Loan,897100,14,Call Center,Rejected,High DTI
APP0003842,C004581,2021-05-08,2021-05-10,2021-05-11,2021-05-13,Personal Loan,116600,17,Mobile App,Approved,
APP0004046,C008268,2021-05-08,2021-05-11,,,Auto Loan,530600,40,Agent,Rejected,High DTI
APP0010890,C007110,2021-05-08,2021-05-10,,,Auto Loan,1068700,48,Branch,Rejected,Short Employment History
APP0011709,C002519,2021-05-08,2021-05-11,2021-05-13,2021-05-15,Consumer Loan,77100,16,Branch,Approved,
APP0011969,C006556,2021-05-08,2021-05-10,2021-05-13,2021-05-16,Personal Loan,169300,29,Call Center,Approved,
APP0020399,C002596,2021-05-08,2021-05-11,,,Personal Loan,114300,6,Mobile App,Rejected,Low Credit Score
APP0020536,C003702,2021-05-08,2021-05-09,,,Small Business Loan,491900,55,Mobile App,Rejected,High DTI
APP0023900,C000069,2021-05-08,2021-05-09,,,Auto Loan,319700,49,Branch,Rejected,High DTI
APP0024633,C008516,2021-05-08,2021-05-10,2021-05-13,2021-05-15,Personal Loan,262200,24,Branch,Approved,
APP0028752,C000148,2021-05-08,2021-05-10,,,Personal Loan,183400,16,Mobile App,Rejected,Short Employment History
APP0032590,C000254,2021-05-08,2021-05-10,,,Personal Loan,167600,28,Branch,Rejected,High DTI
APP0032627,C000322,2021-05-08,2021-05-09,2021-05-12,2021-05-12,Personal Loan,52800,32,Mobile App,Approved,
APP0041380,C005128,2021-05-08,2021-05-09,,,Auto Loan,928400,30,Call Center,Rejected,High DTI
APP0041620,C005422,2021-05-08,2021-05-10,,,Personal Loan,141600,12,Branch,Rejected,Low Credit Score
APP0041875,C003875,2021-05-08,2021-05-11,,,Small Business Loan,1052100,40,Call Center,Rejected,High DTI
APP0042076,C005407,2021-05-08,2021-05-10,,,Auto Loan,180200,23,Branch,Rejected,High DTI
APP0042796,C009128,2021-05-08,2021-05-11,,,Personal Loan,94500,7,Mobile App,Rejected,High DTI
APP0043976,C006074,2021-05-08,2021-05-10,,,Auto Loan,1489800,12,Online,Rejected,High DTI
APP0045646,C008869,2021-05-08,2021-05-09,2021-05-11,2021-05-12,Consumer Loan,59900,28,Mobile App,Approved,
APP0048400,C004689,2021-05-08,2021-05-10,,,Auto Loan,851100,14,Agent,Rejected,High DTI
APP0053134,C001686,2021-05-08,2021-05-10,2021-05-11,2021-05-12,Consumer Loan,14500,18,Mobile App,Approved,
APP0053333,C001555,2021-05-08,2021-05-10,2021-05-14,2021-05-17,Personal Loan,25600,34,Branch,Approved,
APP0054686,C001244,2021-05-08,2021-05-09,2021-05-13,2021-05-13,Personal Loan,21300,18,Call Center,Approved,
APP0055096,C008964,2021-05-08,2021-05-10,2021-05-11,2021-05-13,Personal Loan,27300,19,Branch,Approved,
APP0058837,C006357,2021-05-08,2021-05-11,2021-05-12,2021-05-14,Consumer Loan,30500,31,Mobile App,Approved,
APP0058974,C009354,2021-05-08,2021-05-09,,,Small Business Loan,1332600,53,Mobile App,Rejected,High DTI
APP0060289,C005185,2021-05-08,2021-05-10,,,Personal Loan,256500,35,Online,Rejected,High DTI
APP0062604,C010929,2021-05-08,2021-05-11,,,Small Business Loan,1102600,35,Mobile App,Rejected,High DTI
APP0062780,C005080,2021-05-08,2021-05-10,2021-05-13,2021-05-14,Auto Loan,174100,49,Branch,Approved,
APP0068507,C002936,2021-05-08,2021-05-09,,,Auto Loan,1162700,51,Mobile App,Rejected,High DTI
APP0068927,C001013,2021-05-08,2021-05-09,,,Small Business Loan,892900,41,Branch,Rejected,High DTI
APP0073371,C007426,2021-05-08,2021-05-09,,,Auto Loan,326700,13,Agent,Rejected,High DTI
APP0073811,C008575,2021-05-08,2021-05-10,,,Small Business Loan,323000,55,Mobile App,Rejected,High DTI
APP0074541,C006814,2021-05-08,2021-05-10,,,Personal Loan,74900,44,Branch,Rejected,High DTI
APP0077875,C006533,2021-05-08,2021-05-10,,,Consumer Loan,80200,33,Mobile App,Rejected,Low Credit Score
APP0003226,C003621,2021-05-09,2021-05-12,,,Small Business Loan,256300,51,Branch,Rejected,High DTI
APP0003259,C009761,2021-05-09,2021-05-11,2021-05-13,2021-05-15,Personal Loan,63400,42,Mobile App,Approved,
APP0006985,C009303,2021-05-09,2021-05-12,,,Auto Loan,664800,44,Mobile App,Rejected,High DTI
APP0007899,C010017,2021-05-09,2021-05-10,2021-05-14,2021-05-17,Consumer Loan,53500,20,Mobile App,Approved,
APP0010377,C001170,2021-05-09,2021-05-10,,,Consumer Loan,53500,9,Mobile App,Rejected,High DTI
APP0012955,C008265,2021-05-09,2021-05-12,,,Small Business Loan,1876900,46,Online,Rejected,High DTI
APP0016623,C002845,2021-05-09,2021-05-12,2021-05-14,2021-05-16,Personal Loan,93700,20,Agent,Approved,
APP0017744,C006419,2021-05-09,2021-05-12,,,Personal Loan,217900,42,Mobile App,Rejected,High DTI
APP0017874,C000296,2021-05-09,2021-05-10,,,Small Business Loan,643000,28,Branch,Rejected,High DTI
APP0020724,C009444,2021-05-09,2021-05-11,,,Personal Loan,91000,39,Agent,Rejected,Short Employment History
APP0022063,C006065,2021-05-09,2021-05-10,,,Auto Loan,918900,20,Online,Rejected,High DTI
APP0028172,C006017,2021-05-09,2021-05-11,,,Auto Loan,467700,43,Online,Rejected,Incomplete Documentation
APP0031634,C002697,2021-05-09,2021-05-12,,,Auto Loan,170200,15,Online,Rejected,High DTI
APP0035737,C006028,2021-05-09,2021-05-11,,,Consumer Loan,21700,6,Call Center,Rejected,High DTI
APP0036061,C005495,2021-05-09,2021-05-12,,,Consumer Loan,117700,10,Call Center,Rejected,High DTI
APP0038297,C005961,2021-05-09,2021-05-11,2021-05-15,2021-05-18,Consumer Loan,139500,30,Mobile App,Approved,
APP0043952,C009865,2021-05-09,2021-05-12,,,Personal Loan,297400,40,Branch,Rejected,High DTI
APP0046259,C008812,2021-05-09,2021-05-12,2021-05-14,2021-05-15,Auto Loan,156300,39,Mobile App,Approved,
APP0047201,C000407,2021-05-09,2021-05-11,,,Personal Loan,154400,6,Mobile App,Rejected,High DTI
APP0047769,C002770,2021-05-09,2021-05-10,,,Personal Loan,270800,8,Online,Rejected,High DTI
APP0048105,C010835,2021-05-09,2021-05-11,2021-05-13,2021-05-16,Personal Loan,77700,12,Mobile App,Approved,
APP0048263,C006166,2021-05-09,2021-05-10,,,Auto Loan,409200,13,Branch,Rejected,Low Credit Score
APP0049285,C007260,2021-05-09,2021-05-12,,,Consumer Loan,115600,32,Mobile App,Rejected,High DTI
APP0049845,C009946,2021-05-09,2021-05-12,2021-05-13,2021-05-16,Personal Loan,237300,46,Mobile App,Approved,
APP0050818,C006656,2021-05-09,2021-05-11,,,Auto Loan,1165900,58,Online,Rejected,High DTI
APP0051158,C008411,2021-05-09,2021-05-11,,,Consumer Loan,110200,31,Mobile App,Rejected,Incomplete Documentation
APP0052839,C007531,2021-05-09,2021-05-10,,,Consumer Loan,113500,36,Agent,Rejected,Short Employment History
APP0054853,C003029,2021-05-09,2021-05-12,2021-05-13,2021-05-16,Personal Loan,41800,47,Online,Approved,
APP0057484,C000178,2021-05-09,2021-05-10,,,Auto Loan,215700,47,Branch,Rejected,High DTI
APP0059730,C008295,2021-05-09,2021-05-10,2021-05-12,2021-05-14,Personal Loan,122200,37,Agent,Approved,
APP0061060,C004559,2021-05-09,2021-05-10,,,Personal Loan,105600,17,Online,Rejected,High DTI
APP0066999,C000793,2021-05-09,2021-05-12,2021-05-15,2021-05-17,Consumer Loan,37900,26,Branch,Approved,
APP0073708,C005225,2021-05-09,2021-05-12,,,Auto Loan,156200,52,Mobile App,Rejected,High DTI
APP0073997,C010617,2021-05-09,2021-05-12,2021-05-16,2021-05-16,Consumer Loan,36700,36,Branch,Approved,
APP0000454,C008004,2021-05-10,2021-05-12,2021-05-13,2021-05-13,Personal Loan,201700,44,Online,Approved,
APP0004548,C001282,2021-05-10,2021-05-13,,,Small Business Loan,1847800,33,Branch,Rejected,High DTI
APP0008462,C006153,2021-05-10,2021-05-12,2021-05-16,2021-05-16,Personal Loan,27500,26,Online,Approved,
APP0008663,C006662,2021-05-10,2021-05-13,2021-05-15,2021-05-17,Consumer Loan,137400,30,Online,Approved,
APP0009255,C007218,2021-05-10,2021-05-12,2021-05-14,2021-05-17,Personal Loan,130600,18,Online,Approved,
APP0010501,C008625,2021-05-10,2021-05-12,2021-05-13,2021-05-13,Personal Loan,259200,46,Mobile App,Approved,
APP0011259,C000823,2021-05-10,2021-05-13,,,Consumer Loan,68900,29,Call Center,Rejected,Low Credit Score
APP0012656,C008579,2021-05-10,2021-05-13,,,Auto Loan,381500,39,Branch,Rejected,High DTI
APP0013264,C001765,2021-05-10,2021-05-13,2021-05-17,2021-05-17,Personal Loan,130400,15,Branch,Approved,
APP0017031,C000206,2021-05-10,2021-05-13,,,Auto Loan,1396300,35,Mobile App,Rejected,High DTI
APP0017238,C000101,2021-05-10,2021-05-13,,,Small Business Loan,1709900,21,Agent,Rejected,Low Credit Score
APP0031952,C010954,2021-05-10,2021-05-11,2021-05-12,2021-05-15,Consumer Loan,16900,16,Agent,Approved,
APP0034182,C009219,2021-05-10,2021-05-12,,,Small Business Loan,174400,15,Online,Rejected,High DTI
APP0034276,C003306,2021-05-10,2021-05-12,,,Personal Loan,193500,47,Mobile App,Rejected,Low Credit Score
APP0034302,C004512,2021-05-10,2021-05-11,2021-05-12,2021-05-15,Personal Loan,72000,31,Branch,Approved,
APP0038192,C009027,2021-05-10,2021-05-12,,,Auto Loan,457000,20,Call Center,Rejected,High DTI
APP0038204,C008848,2021-05-10,2021-05-13,,,Auto Loan,212700,45,Call Center,Rejected,Incomplete Documentation
APP0038294,C009723,2021-05-10,2021-05-12,,,Consumer Loan,113900,9,Mobile App,Rejected,High DTI
APP0043283,C000468,2021-05-10,2021-05-11,,,Small Business Loan,1247300,40,Call Center,Rejected,High DTI
APP0043715,C001203,2021-05-10,2021-05-13,,,Small Business Loan,1888300,18,Call Center,Rejected,High DTI
APP0047401,C010907,2021-05-10,2021-05-12,,,Personal Loan,42300,20,Mobile App,Rejected,High DTI
